ID	DOCULECT	CONCEPT	GLOSSID	VALUE	FORM	TOKENS	COGID	BORROWING
3814	TL	(people) crawl	1536	ma42	ma42	m a ⁴²	1536	
3815	GX	(people) crawl	1536	mæ24	mæ24	m æ ²⁴	1536	
3816	EQ	(people) crawl	1536	mæ55	mæ55	m æ ⁵⁵	1536	
3817	EG	(people) crawl	1536	ma44	ma44	m a ⁴⁴	1536	
3818	JM	(people) crawl	1536	ma55	ma55	m a ⁵⁵	1536	
3819	JX	(people) crawl	1536	ma44	ma44	m a ⁴⁴	1536	
3820	DS	(people) crawl	1536	mɚ44	mɚ44	m ɚ/ə ⁴⁴	1536	
3821	ZC	(people) crawl	1536	mɛ44	mɛ44	m ɛ ⁴⁴	1536	
3822	MZL	(people) crawl	1536	mɚ44	mɚ44	m ɚ/ə ⁴⁴	1536	
4153	PB	(rain) fall	1719	ɣu4	ɣu4	ɣ u ⁴	1719	
4154	TL	(rain) fall	1719	(ʐi33)luo42	luo42	l u/w o ⁴²	1719	
4155	EQ	(rain) fall	1719	u21	u21	u ²¹	1719	
4156	EG	(rain) fall	1719	u42	u42	u ⁴²	1719	
4157	JM	(rain) fall	1719	u42	u42	u ⁴²	1719	
4158	JX	(rain) fall	1719	ɣou42	ɣou42	ɣ ou ⁴²	1719	
4159	DS	(rain) fall	1719	ɣou42	ɣou42	ɣ ou ⁴²	1719	
4160	ZC	(rain) fall	1719	ou42(vu33ɕi44)	ou42	o u ⁴²	1719	
4161	MZL	(rain) fall	1719	ɣo42	ɣo42	ɣ o ⁴²	1719	
1283	PB	(rice) seedling	406	dzri1	dzri1	ɖʐ i ¹	406	
1284	TL	(rice) seedling	406	ʐɚ35	ʐɚ35	ʐ ɚ/ə ³⁵	406	
1285	GX	(rice) seedling	406	dʐi21	dʐi21	ɖʐ i ²¹	406	
1286	EQ	(rice) seedling	406	tsɿ21	tsɿ21	ts ɿ ²¹	406	
1287	EG	(rice) seedling	406	tsɛ21	tsɛ21	ts ɛ ²¹	406	
1288	JM	(rice) seedling	406	tɕɚ21	tɕɚ21	tɕ ɚ/ə ²¹	406	
1289	JX	(rice) seedling	406	tsa21	tsa21	ts a ²¹	406	
1290	DS	(rice) seedling	406	tʂi31	tʂi31	ʈʂ i ³¹	406	
1291	ZC	(rice) seedling	406	tsi21	tsi21	ts i ²¹	406	
1292	MZL	(rice) seedling	406	dzi21	dzi21	dz i ²¹	406	
1968	PB	(soul); spirit	673	pʰæn3	pʰæn3	pʰ æ n ³	673	
1969	TL	(soul); spirit	673	pʰaŋ21maŋ21	pʰaŋ21maŋ21	pʰ a ŋ ²¹ + m a ŋ ²¹	673	
1970	GX	(soul); spirit	673	pʰan42man22	pʰan42man22	pʰ a n ⁴² + m a n ²²	673	
1971	EQ	(soul); spirit	673	pʰæ43ma43	pʰæ43ma43	pʰ æ ⁴ + ³ + m a ⁴ + ³	673	
1972	EG	(soul); spirit	673	pʰ42ma42	pʰ42ma42	pʰ ⁴² + m a ⁴²	673	
1973	JM	(soul); spirit	673	pʰã42mã42	pʰã42mã42	pʰ ã ⁴² + m ã ⁴²	673	
1974	JX	(soul); spirit	673	pʰan31man31	pʰan31man31	pʰ a n ³¹ + m a n ³¹	673	
1975	ZC	(soul); spirit	673	pʰo31miɛ31	pʰo31miɛ31	pʰ o ³¹ + m i/j ɛ ³¹	673	
1976	MZL	(soul); spirit	673	pʰɚ21mɚ̃21	pʰɚ21mɚ̃21	pʰ ɚ/ə ²¹ + m ɚ/ə̃ ²¹	673	
4248	PB	(wasps) sting	1793	tʰro4	tʰro4	tʰ r o ⁴	1793	
4249	TL	(wasps) sting	1793	tʰiu42	tʰiu42	tʰ i u ⁴²	1793	
4250	GX	(wasps) sting	1793	ŋaŋ24	ŋaŋ24	ŋ a ŋ ²⁴	1793	
4251	EQ	(wasps) sting	1793	tʰiu55	tʰiu55	tʰ i u ⁵⁵	1793	
4252	EG	(wasps) sting	1793	tɕʰio44	tɕʰio44	tɕʰ i/j o ⁴⁴	1793	
4253	JM	(wasps) sting	1793	ʈʰo55	ʈʰo55	ʈʰ o ⁵⁵	1793	
4254	JX	(wasps) sting	1793	tsʰou44	tsʰou44	tsʰ ou ⁴⁴	1793	
4255	DS	(wasps) sting	1793	tʂʰou44	tʂʰou44	ʈʂʰ ou ⁴⁴	1793	
4256	ZC	(wasps) sting	1793	ŋa44	ŋa44	ŋ a ⁴⁴	1793	
4257	MZL	(wasps) sting	1793	tsʰo44	tsʰo44	tsʰ o ⁴⁴	1793	
3698	PB	(water flow)	1502	gɯ1	gɯ1	g ɯ ¹	1502	
3699	TL	(water flow)	1502	gɯ35	gɯ35	g ɯ ³⁵	1502	
3700	GX	(water flow)	1502	gɯ12	gɯ12	g ɯ ¹²	1502	
3701	EQ	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3702	EG	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3703	JM	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3704	JX	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3705	DS	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3706	ZC	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3707	MZL	(water flow)	1502	kɯ21	kɯ21	k ɯ ²¹	1502	
3625	PB	(water) be boiling	1462	hua4	hua4	h u/w a ⁴	1462	
3626	TL	(water) be boiling	1462	huɔ42	huɔ42	h u/w ɔ ⁴²	1462	
3627	GX	(water) be boiling	1462	xua24	xua24	x u/w a ²⁴	1462	
3628	EQ	(water) be boiling	1462	χua55	χua55	χ u/w a ⁵⁵	1462	
3629	EG	(water) be boiling	1462	xua44	xua44	x u/w a ⁴⁴	1462	
3630	JM	(water) be boiling	1462	xua55	xua55	x u/w a ⁵⁵	1462	
3631	JX	(water) be boiling	1462	xuɑ44	xuɑ44	x u ɑ ⁴⁴	1462	
3632	ZC	(water) be boiling	1462	xua44	xua44	x u/w a ⁴⁴	1462	
3633	MZL	(water) be boiling	1462	xua44	xua44	x u/w a ⁴⁴	1462	
4433	PB	(xx language)	2124	ŋo3	ŋo3	ŋ o ³	2124	
4434	GX	(xx language)	2124	ŋo42	ŋo42	ŋ o ⁴²	2124	
4435	EQ	(xx language)	2124	ŋo43	ŋo43	ŋ o ⁴ + ³	2124	
4436	MZL	(xx language)	2124	oŋ21	oŋ21	o ŋ ²¹	2124	
1241	PB	Chinese chestnut	397	tsʰji1	tsʰji1	tsʰ j i ¹	397	
1242	TL	Chinese chestnut	397	tɕʰi55(ji42)	tɕʰi55	tɕʰ i ⁵⁵	397	
1243	GX	Chinese chestnut	397	tɕʰi55(ʑi21	tɕʰi55	tɕʰ i ⁵⁵	397	
1244	EQ	Chinese chestnut	397	tsʰi55(jɯ21)	tsʰi55	tsʰ i ⁵⁵	397	
1245	EG	Chinese chestnut	397	(ɕu22)tsʰi55(ji21lɛ21)	ɕu22)tsʰi55	ɕ u ²² + tsʰ i ⁵⁵	2191	
1246	JM	Chinese chestnut	397	(xa55ne221)	xa55ne221	x a ⁵⁵ + n e ²² + ¹	2192	
1247	JX	Chinese chestnut	397	tɕʰi55(ji31)	tɕʰi55	tɕʰ i ⁵⁵	397	
1248	DS	Chinese chestnut	397	tɕʰ(li44)	tɕʰ	tɕʰ	397	
1249	MZL	Chinese chestnut	397	(to21ju21)	to21ju21	t o ²¹ + j u ²¹	2193	
623	PB	Han Chinese	165	haŋ5	haŋ5	h a ŋ ⁵	165	
624	TL	Han Chinese	165	haŋ21	haŋ21	h a ŋ ²¹	165	
625	GX	Han Chinese	165	haŋ42	haŋ42	h a ŋ ⁴²	165	
626	EQ	Han Chinese	165	χa43	χa43	χ a ⁴ + ³	165	
627	EG	Han Chinese	165	xa42	xa42	x a ⁴²	165	
628	JM	Han Chinese	165	xa42	xa42	x a ⁴²	165	
629	JX	Han Chinese	165	xɑ̃42	xɑ̃42	x ɑ̃ ⁴²	165	
630	DS	Han Chinese	165	xã42	xã42	x ã ⁴²	165	
2391	PB	I	928	C-ŋɔ3	C-ŋɔ3	ŋ ɔ ³	928	
2392	TL	I	928	ŋɔ21	ŋɔ21	ŋ ɔ ²¹	928	
2393	GX	I	928	ŋa42	ŋa42	ŋ a ⁴²	928	
2394	EQ	I	928	ɴo43	ɴo43	ɴ o ⁴ + ³	928	
2395	EG	I	928	ŋo42	ŋo42	ŋ o ⁴²	928	
2396	JM	I	928	õ42	õ42	õ ⁴²	928	
2397	JX	I	928	uõ31	uõ31	u õ ³¹	928	
2398	DS	I	928	ŋõ31	ŋõ31	ŋ õ ³¹	928	
2399	ZC	I	928	ŋo31	ŋo31	ŋ o ³¹	928	
2400	MZL	I	928	nen42	nen42	n e n ⁴²	928	
4201	PB	[castrate (chicken)]	1746	mjæ1	mjæ1	m j æ ¹	1746	
4202	TL	[castrate (chicken)]	1746	juaŋ55 (Wang 2006 has juang55, probably a spelling error)	juaŋ55	j u/w a ŋ ⁵⁵	1746	
4203	GX	[castrate (chicken)]	1746	ɲyɛ55	ɲyɛ55	ɲ y/ɥ ɛ ⁵⁵	1746	
4204	EQ	[castrate (chicken)]	1746	mia24	mia24	m i/j a ²⁴	1746	
4205	EG	[castrate (chicken)]	1746	ɲia44	ɲia44	ɲ i/j a ⁴⁴	1746	
4206	JM	[castrate (chicken)]	1746	ɲio55	ɲio55	ɲ i/j o ⁵⁵	1746	
4207	JX	[castrate (chicken)]	1746	mian55	mian55	m i/j a n ⁵⁵	1746	
4208	DS	[castrate (chicken)]	1746	mier35 (this is strange: should it be "miɚ35"?)	mier35	m i/j er/e ³⁵	1746	
4383	PB	[cow louse]	2073	pe1	pe1	p e ¹	2073	
4384	GX	[cow louse]	2073	(ŋɯ21ɕi24)	ŋɯ21ɕi24	ŋ ɯ ²¹ + ɕ i ²⁴	2412	
4385	EQ	[cow louse]	2073	pi24	pi24	p i ²⁴	2073	
4386	EG	[cow louse]	2073	(ŋɯ21ɕi44)	ŋɯ21ɕi44	ŋ ɯ ²¹ + ɕ i ⁴⁴	2413	
4387	JM	[cow louse]	2073	(ɯ̃21ɕi44)	ɯ̃21ɕi44	ɯ̃ ²¹ + ɕ i ⁴⁴	2414	
4388	ZC	[cow louse]	2073	pe35	pe35	p e ³⁵	2073	
4389	MZL	[cow louse]	2073	pɛ55	pɛ55	p ɛ ⁵⁵	2073	
4390	PB	[ethanol]	2075	pʰa1	pʰa1	pʰ a ¹	2075	
4391	GX	[ethanol]	2075	pʰa24	pʰa24	pʰ a ²⁴	2075	
4392	EQ	[ethanol]	2075	pʰa55	pʰa55	pʰ a ⁵⁵	2075	
4393	EG	[ethanol]	2075	pʰa44	pʰa44	pʰ a ⁴⁴	2075	
4394	JM	[ethanol]	2075	(tsõ22qʰo22)	tsõ22qʰo22	ts õ ²² + qʰ o ²²	2415	
4395	ZC	[ethanol]	2075	pe35	pe35	p e ³⁵	2075	
4396	MZL	[ethanol]	2075	pɛ55	pɛ55	p ɛ ⁵⁵	2075	
4336	PB	[loach]	1823	ʔo4	ʔo4	ʔ o ⁴	1823	
4337	GX	[loach]	1823	ao24	ao24	a o ²⁴	1823	
4338	EQ	[loach]	1823	ʔo55	ʔo55	ʔ o ⁵⁵	1823	
4339	EG	[loach]	1823	(ŋu55tsi22)	ŋu55tsi22	ŋ u ⁵⁵ + ts i ²²	2410	
4340	JX	[loach]	1823	ʔv44	ʔv44	ʔ v ⁴⁴	1823	
4341	DS	[loach]	1823	o55	o55	o ⁵⁵	1823	
4342	ZC	[loach]	1823	v55	v55	v ⁵⁵	1823	
4343	MZL	[loach]	1823	(tɕa21oŋ55)	tɕa21oŋ55	tɕ a ²¹ + o ŋ ⁵⁵	2411	
4426	PB	[pull up weeds]	2121	qʰu1	qʰu1	qʰ u ¹	2121	
4427	GX	[pull up weeds]	2121	qʰu55	qʰu55	qʰ u ⁵⁵	2121	
4428	EQ	[pull up weeds]	2121	qʰu24	qʰu24	qʰ u ²⁴	2121	
4429	EG	[pull up weeds]	2121	qʰu24	qʰu24	qʰ u ²⁴	2121	
4430	JM	[pull up weeds]	2121	qʰu55	qʰu55	qʰ u ⁵⁵	2121	
4431	ZC	[pull up weeds]	2121	kʰu55	kʰu55	kʰ u ⁵⁵	2121	
4432	MZL	[pull up weeds]	2121	kʰo55	kʰo55	kʰ o ⁵⁵	2121	
1628	PB	[wood]	511	ɢua4	ɢua4	ɣ u/w a ⁴	511	
1629	TL	[wood]	511	guo42	guo42	g u/w o ⁴²	511	
1630	GX	[wood]	511	ɢua21	ɢua21	ɣ u/w a ²¹	511	
1631	EQ	[wood]	511	qua21	qua21	q u/w a ²¹	511	
1632	JX	[wood]	511	kuɑ42	kuɑ42	k u ɑ ⁴²	511	
1633	DS	[wood]	511	kua42	kua42	k u/w a ⁴²	511	
2254	PB	a half	832	pjo2	pjo2	p j o ²	832	
2255	TL	a half	832	fv33	fv33	f v ³³	832	
2256	GX	a half	832	pfw22	pfw22	p f w ²²	832	
2257	EQ	a half	832	po22	po22	p o ²²	832	
2258	EG	a half	832	fe22	fe22	f e ²²	832	
2259	JM	a half	832	fɚ22	fɚ22	f ɚ/ə ²²	832	
2260	ZC	a half	832	po21	po21	p o ²¹	832	
2261	MZL	a half	832	po21	po21	p o ²¹	832	
2371	PB	a year old	914	sʰua4	sʰua4	sʰ u/w a ⁴	914	
2372	TL	a year old	914	suɔ42	suɔ42	s u/w ɔ ⁴²	914	
2373	GX	a year old	914	sua24	sua24	s u/w a ²⁴	914	
2374	EQ	a year old	914	sua55	sua55	s u/w a ⁵⁵	914	
2375	EG	a year old	914	sua44	sua44	s u/w a ⁴⁴	914	
2376	JM	a year old	914	sua55	sua55	s u/w a ⁵⁵	914	
2377	JX	a year old	914	suɑ44	suɑ44	s u ɑ ⁴⁴	914	
2378	DS	a year old	914	sʰua44	sʰua44	sʰ u/w a ⁴⁴	914	
2379	ZC	a year old	914	sua44	sua44	s u/w a ⁴⁴	914	
2380	MZL	a year old	914	sua44	sua44	s u/w a ⁴⁴	914	
121	PB	air; breath	20	tɕʰi4	tɕʰi4	tɕʰ i ⁴	20	
122	TL	air; breath	20	tɕʰi42	tɕʰi42	tɕʰ i ⁴²	20	
123	GX	air; breath	20	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	20	
124	EQ	air; breath	20	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	20	
125	JX	air; breath	20	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴	20	
126	DS	air; breath	20	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴	20	
127	ZC	air; breath	20	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	20	
128	MZL	air; breath	20	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴	20	
1490	PB	alcoholic beverage	452	tsuŋ2	tsuŋ2	ts u ŋ ²	452	
1491	TL	alcoholic beverage	452	tsvŋ33	tsvŋ33	ts v ŋ ³³	452	
1492	GX	alcoholic beverage	452	tsoŋ22	tsoŋ22	ts o ŋ ²²	452	
1493	EQ	alcoholic beverage	452	tso22	tso22	ts o ²²	452	
1494	EG	alcoholic beverage	452	tsõ22	tsõ22	ts õ ²²	452	
1495	JM	alcoholic beverage	452	tsŋ22	tsŋ22	ts ŋ ²²	452	
1496	JX	alcoholic beverage	452	tsṽ33	tsṽ33	ts ṽ ³³	452	
1497	DS	alcoholic beverage	452	tsõ33	tsõ33	ts õ ³³	452	
1498	ZC	alcoholic beverage	452	tsi33	tsi33	ts i ³³	452	
1499	MZL	alcoholic beverage	452	tsoŋ33	tsoŋ33	ts o ŋ ³³	452	
1105	PB	ant	365	bri1bɯ1	bri1bɯ1	b r i 1b/¹ + ɯ ¹	365	
1106	TL	ant	365	tɕien55(ɕaŋ55)	tɕien55	tɕ i/j e n ⁵⁵	365	
1107	GX	ant	365	dzu12bu12	dzu12bu12	dz u ¹² + b u ¹²	365	
1108	EQ	ant	365	tsu43pɯ21	tsu43pɯ21	ts u ⁴ + ³ + p ɯ ²¹	365	
1109	EG	ant	365	tɕi21pɯ21	tɕi21pɯ21	tɕ i ²¹ + p ɯ ²¹	365	
1110	JM	ant	365	tɕi21pɯ21	tɕi21pɯ21	tɕ i ²¹ + p ɯ ²¹	365	
1111	JX	ant	365	pien21põ21	pien21põ21	p i/j e n ²¹ + p õ ²¹	365	
1112	DS	ant	365	pi21po21	pi21po21	p i ²¹ + p o ²¹	365	
1113	ZC	ant	365	pi21pɯ21	pi21pɯ21	p i ²¹ + p ɯ ²¹	365	
1114	MZL	ant	365	pi55pǝɯ21	pi55pǝɯ21	p i ⁵⁵ + p əɯ ²¹	365	
1924	PB	arrow	637	tsjen5	tsjen5	ts j e n ⁵	637	
1925	TL	arrow	637	tɕien21	tɕien21	tɕ i/j e n ²¹	637	
1926	GX	arrow	637	tɕin42	tɕin42	tɕ i n ⁴²	637	
1927	EQ	arrow	637	tsi43	tsi43	ts i ⁴ + ³	637	
1928	EG	arrow	637	tsɛ42	tsɛ42	ts ɛ ⁴²	637	
1929	JM	arrow	637	tsẽ42	tsẽ42	ts ẽ ⁴²	637	
1930	JX	arrow	637	tɕien42	tɕien42	tɕ i/j e n ⁴²	637	
1931	DS	arrow	637	tɕien42	tɕien42	tɕ i/j e n ⁴²	637	
1932	ZC	arrow	637	tɕi53	tɕi53	tɕ i ⁵ + ³	637	
1933	MZL	arrow	637	tɕen42	tɕen42	tɕ e n ⁴²	637	
4123	PB	ask; question	1708	præ4	præ4	p r æ ⁴	1708	
4124	TL	ask; question	1708	tʂua42	tʂua42	ʈʂ u/w a ⁴²	1708	
4125	GX	ask; question	1708	tɕuɛ24	tɕuɛ24	tɕ u/w ɛ ²⁴	1708	
4126	EQ	ask; question	1708	piæ55	piæ55	p i/j æ ⁵⁵	1708	
4127	EG	ask; question	1708	tɕya44	tɕya44	tɕ y a ⁴⁴	1708	
4128	JM	ask; question	1708	tɕua55	tɕua55	tɕ u/w a ⁵⁵	1708	
4129	JX	ask; question	1708	pia44	pia44	p i/j a ⁴⁴	1708	
4130	DS	ask; question	1708	piɚ44	piɚ44	p i/j ɚ/ə ⁴⁴	1708	
4131	ZC	ask; question	1708	piɛ44	piɛ44	p i/j ɛ ⁴⁴	1708	
4132	MZL	ask; question	1708	piɚ44	piɚ44	p i/j ɚ/ə ⁴⁴	1708	
2910	PB	astringent; like unripe	1078	sri4	sri4	s r i ⁴	1078	
2911	TL	astringent; like unripe	1078	ʂi4	ʂi4	ʂ i ⁴	1078	
2912	GX	astringent; like unripe	1078	tsua24	tsua24	ts u/w a ²⁴	1078	
2913	EQ	astringent; like unripe	1078	sɿ55	sɿ55	s ɿ ⁵⁵	1078	
2914	EG	astringent; like unripe	1078	(kʰui42/tsʰi42)	tsʰi42)	tsʰ i ⁴²	1078	
2915	JM	astringent; like unripe	1078	ʂɚ55	ʂɚ55	ʂ ɚ/ə ⁵⁵	1078	
2916	JX	astringent; like unripe	1078	sa44	sa44	s a ⁴⁴	1078	
2917	DS	astringent; like unripe	1078	ʂi44	ʂi44	ʂ i ⁴⁴	1078	
2918	ZC	astringent; like unripe	1078	si55	si55	s i ⁵⁵	1078	
2919	MZL	astringent; like unripe	1078	si44	si44	s i ⁴⁴	1078	
2086	PB	at night; in the evening	752	pɛ2	pɛ2	p ɛ ²	752	
2087	TL	at night; in the evening	752	pɛ33	pɛ33	p ɛ ³³	752	
2088	GX	at night; in the evening	752	(ja55xɯ42)	ja55xɯ42	j a ⁵⁵ + x ɯ ⁴²	2243	
2089	EQ	at night; in the evening	752	(ɕia24xɯ22)	ɕia24xɯ22	ɕ i/j a ²⁴ + x ɯ ²²	2244	
2090	EG	at night; in the evening	752	(ɲi44u22)	ɲi44u22	ɲ i ⁴⁴ + u ²²	2245	
2091	JM	at night; in the evening	752	(ɕia55xɯ̃42)	ɕia55xɯ̃42	ɕ i/j a ⁵⁵ + x ɯ̃ ⁴²	2246	
2092	JX	at night; in the evening	752	pẽ55	pẽ55	p ẽ ⁵⁵	752	
2093	DS	at night; in the evening	752	pe33	pe33	p e ³³	752	
2094	ZC	at night; in the evening	752	pe33	pe33	p e ³³	752	
2095	MZL	at night; in the evening	752	(ɕɚ55pʰo55)	ɕɚ55pʰo55	ɕ ɚ/ə ⁵⁵ + pʰ o ⁵⁵	2247	
1816	PB	axe	605	pɯ2	pɯ2	p ɯ ²	605	
1817	TL	axe	605	pɯ33	pɯ33	p ɯ ³³	605	
1818	GX	axe	605	pu33	pu33	p u ³³	605	
1819	EQ	axe	605	pɯ22	pɯ22	p ɯ ²²	605	
1820	EG	axe	605	pɯ22	pɯ22	p ɯ ²²	605	
1821	JM	axe	605	pɯ22	pɯ22	p ɯ ²²	605	
1822	JX	axe	605	pɯ33	pɯ33	p ɯ ³³	605	
1823	DS	axe	605	pɯ33	pɯ33	p ɯ ³³	605	
1824	ZC	axe	605	pɯ33	pɯ33	p ɯ ³³	605	
1825	MZL	axe	605	pǝɯ33	pǝɯ33	p əɯ ³³	605	
2036	PB	back, behind	713	ɣɯ2	ɣɯ2	ɣ ɯ ²	713	
2037	TL	back, behind	713	ɣɯ33	ɣɯ33	ɣ ɯ ³³	713	
2038	GX	back, behind	713	ɣe22	ɣe22	ɣ e ²²	713	
2039	EQ	back, behind	713	ɯ22	ɯ22	ɯ ²²	713	
2040	EG	back, behind	713	xɯ̃22	xɯ̃22	x ɯ̃ ²²	713	
2041	JM	back, behind	713	xẽ55	xẽ55	x ẽ ⁵⁵	713	
2042	JX	back, behind	713	ɣeǝ33	ɣeǝ33	ɣ e ə ³³	713	
2043	DS	back, behind	713	ɣɯ33	ɣɯ33	ɣ ɯ ³³	713	
2044	ZC	back, behind	713	ɣɯ33	ɣɯ33	ɣ ɯ ³³	713	
2045	MZL	back, behind	713	ɣǝ33	ɣǝ33	ɣ ə ³³	713	
2801	PB	bad (things)	1053	quɛ3	quɛ3	q u/w ɛ ³	1053	
2802	TL	bad (things)	1053	quɛ21	quɛ21	q u/w ɛ ²¹	1053	
2803	GX	bad (things)	1053	quɛ42	quɛ42	q u/w ɛ ⁴²	1053	
2804	EQ	bad (things)	1053	quE43	quE43	q u ᴇ/ɛ ⁴ + ³	1053	
2805	EG	bad (things)	1053	quɛ42	quɛ42	q u/w ɛ ⁴²	1053	
2806	JM	bad (things)	1053	que42	que42	q u/w e ⁴²	1053	
2807	JX	bad (things)	1053	kua44	kua44	k u/w a ⁴⁴	1053	
2808	DS	bad (things)	1053	kue42	kue42	k u/w e ⁴²	1053	
2809	MZL	bad (things)	1053	kuɛ44	kuɛ44	k u/w ɛ ⁴⁴	1053	
1193	PB	bamboo	389	tsro4	tsro4	ts r o ⁴	389	
1194	TL	bamboo	389	tʂv42	tʂv42	ʈʂ v ⁴²	389	
1195	GX	bamboo	389	tsao24	tsao24	ts ao ²⁴	389	
1196	EQ	bamboo	389	tɕo55	tɕo55	tɕ o ⁵⁵	389	
1197	EG	bamboo	389	tɕu44	tɕu44	tɕ u ⁴⁴	389	
1198	JM	bamboo	389	tɕu55	tɕu55	tɕ u ⁵⁵	389	
1199	JX	bamboo	389	tsv44	tsv44	ts v ⁴⁴	389	
1200	DS	bamboo	389	tʂo33	tʂo33	ʈʂ o ³³	389	
1201	ZC	bamboo	389	tsv44	tsv44	ts v ⁴⁴	389	
1202	MZL	bamboo	389	tsu44	tsu44	ts u ⁴⁴	389	
1702	PB	bamboo food steamer	548	ŋuen1	ŋuen1	ŋ u/w e n ¹	548	
1703	TL	bamboo food steamer	548	uen35	uen35	u e n ³⁵	548	
1704	GX	bamboo food steamer	548	uen12	uen12	u e n ¹²	548	
1705	EQ	bamboo food steamer	548	ŋui21	ŋui21	ŋ u/w i ²¹	548	
1706	EG	bamboo food steamer	548	ŋuɛ21	ŋuɛ21	ŋ u/w ɛ ²¹	548	
