ID	DOCULECT	CONCEPT	GLOSSID	VALUE	FORM	TOKENS	COGID	BORROWING
1379	MZL	onion, scallion	423	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	423	
3615	PB	open	1461	qʰɯ̃1	qʰɯ̃1	qʰ ɯ̃ ¹	1461	
3616	TL	open	1461	qʰɚ̃55	qʰɚ̃55	qʰ ɚ/ə̃ ⁵⁵	1461	
3617	GX	open	1461	qʰe55	qʰe55	qʰ e ⁵⁵	1461	
3618	EQ	open	1461	qʰɯ24	qʰɯ24	qʰ ɯ ²⁴	1461	
3619	EG	open	1461	qʰɯ55	qʰɯ55	qʰ ɯ ⁵⁵	1461	
3620	JM	open	1461	qʰɯ̃55	qʰɯ̃55	qʰ ɯ̃ ⁵⁵	1461	
3621	JX	open	1461	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	1461	
3622	DS	open	1461	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	1461	
3623	ZC	open	1461	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	1461	
3624	MZL	open	1461	kʰǝ55	kʰǝ55	kʰ ə ⁵⁵	1461	
2046	PB	outside	714	ŋua4	ŋua4	ŋ u/w a ⁴	714	
2047	TL	outside	714	ŋuɔ42	ŋuɔ42	ŋ u/w ɔ ⁴²	714	
2048	GX	outside	714	uaŋ24	uaŋ24	u a ŋ ²⁴	714	
2049	EQ	outside	714	ua55	ua55	u a ⁵⁵	714	
2050	EG	outside	714	ŋua44	ŋua44	ŋ u/w a ⁴⁴	714	
2051	JM	outside	714	(pɯ55ʐɚ21nõ22)	pɯ55ʐɚ21nõ22	p ɯ ⁵⁵ + ʐ ɚ/ə ²¹ + n õ ²²	2242	
2052	JX	outside	714	uɑ̃44	uɑ̃44	u ɑ̃ ⁴⁴	714	
2053	DS	outside	714	uaŋ33	uaŋ33	u a ŋ ³³	714	
2054	ZC	outside	714	ua44	ua44	u a ⁴⁴	714	
2055	MZL	outside	714	ŋua44	ŋua44	ŋ u/w a ⁴⁴	714	
215	PB	paddy fields	42	water	water	w a t e r	42	
216	PB	paddy fields	42	paddy+field	paddy+field	p a d d y f i/j e l d	42	
217	TL	paddy fields	42	ɕyi3ʑi21	ɕyi3ʑi21	ɕ y/ɥ i ³ + ʑ i ²¹	42	
218	JX	paddy fields	42	tsa21tɕi31	tsa21tɕi31	ts a ²¹ + tɕ i ³¹	42	
219	DS	paddy fields	42	ɕyi33tɕi21	ɕyi33tɕi21	ɕ y/ɥ i ³³ + tɕ i ²¹	42	
220	ZC	paddy fields	42	tɕi31	tɕi31	tɕ i ³¹	42	
221	MZL	paddy fields	42	ɕu33ti31	ɕu33ti31	ɕ u ³³ + t i ³¹	42	
1250	PB	paddy rice	403	sɔ4	sɔ4	s ɔ ⁴	403	
1251	GX	paddy rice	403	sao42	sao42	s ao ⁴²	403	
1252	EQ	paddy rice	403	so55	so55	s o ⁵⁵	403	
1253	ZC	paddy rice	403	si55	si55	s i ⁵⁵	403	
1254	MZL	paddy rice	403	sv44	sv44	s v ⁴⁴	403	
1255	PB	paddy rice	403	ɢɔ1	ɢɔ1	ɣ ɔ ¹	403	
1256	TL	paddy rice	403	ʁɔ35	ʁɔ35	ʁ ɔ ³⁵	403	
1257	EQ	paddy rice	403	qo21	qo21	q o ²¹	403	
1258	EG	paddy rice	403	qo21	qo21	q o ²¹	403	
1259	JM	paddy rice	403	qo21	qo21	q o ²¹	403	
1260	JX	paddy rice	403	kou21	kou21	k ou ²¹	403	
1261	DS	paddy rice	403	ku21	ku21	k u ²¹	403	
1262	ZC	paddy rice	403	kuo21	kuo21	k u/w o ²¹	403	
4404	PB	paint	2105	tsʰji4	tsʰji4	tsʰ j i ⁴	2105	
4405	GX	paint	2105	tɕʰi24	tɕʰi24	tɕʰ i ²⁴	2105	
4406	EQ	paint	2105	tsʰi55	tsʰi55	tsʰ i ⁵⁵	2105	
4407	EG	paint	2105	tsʰi55	tsʰi55	tsʰ i ⁵⁵	2105	
4408	JM	paint	2105	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	2105	
4409	ZC	paint	2105	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	2105	
4410	MZL	paint	2105	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴	2105	
1934	PB	paper	647	tsri2	tsri2	ts r i ²	647	
1935	TL	paper	647	tʂɚ̃33	tʂɚ̃33	ʈʂ ɚ/ə̃ ³³	647	
1936	GX	paper	647	tʂi22	tʂi22	ʈʂ i ²²	647	
1937	EQ	paper	647	tsɿ22	tsɿ22	ts ɿ ²²	647	
1938	EG	paper	647	tsɛ22	tsɛ22	ts ɛ ²²	647	
1939	JM	paper	647	tʂɚ̃22	tʂɚ̃22	ʈʂ ɚ/ə̃ ²²	647	
1940	JX	paper	647	tsi33	tsi33	ts i ³³	647	
1941	DS	paper	647	tʂi33	tʂi33	ʈʂ i ³³	647	
1942	ZC	paper	647	tsi33	tsi33	ts i ³³	647	
1943	MZL	paper	647	tsi33	tsi33	ts i ³³	647	
4171	PB	pare/peel with a knife	1733	ɕo4	ɕo4	ɕ o ⁴	1733	
4172	TL	pare/peel with a knife	1733	ɕu42	ɕu42	ɕ u ⁴²	1733	
4173	GX	pare/peel with a knife	1733	(bi12)	bi12	b i ¹²	2401	
4174	EQ	pare/peel with a knife	1733	ɕo55	ɕo55	ɕ o ⁵⁵	1733	
4175	EG	pare/peel with a knife	1733	ɕu44	ɕu44	ɕ u ⁴⁴	1733	
4176	JM	pare/peel with a knife	1733	(la55)	la55	l a ⁵⁵	2402	
4177	JX	pare/peel with a knife	1733	ɕou44)	ɕou44)	ɕ ou ⁴⁴	1733	
4178	DS	pare/peel with a knife	1733	ɕʰou44	ɕʰou44	ɕʰ ou ⁴⁴	1733	
4179	ZC	pare/peel with a knife	1733	(pe21)	pe21	p e ²¹	2403	
4180	MZL	pare/peel with a knife	1733	[ɕo55]	ɕo55	ɕ o ⁵⁵	2404	1
3079	PB	patch (clothing)	1161	pu2	pu2	p u ²	1161	
3080	TL	patch (clothing)	1161	pɯ33	pɯ33	p ɯ ³³	1161	
3081	GX	patch (clothing)	1161	pu22	pu22	p u ²²	1161	
3082	EQ	patch (clothing)	1161	pɯ22	pɯ22	p ɯ ²²	1161	
3083	EG	patch (clothing)	1161	pɯ22	pɯ22	p ɯ ²²	1161	
3084	JM	patch (clothing)	1161	pu22	pu22	p u ²²	1161	
3085	JX	patch (clothing)	1161	pu33	pu33	p u ³³	1161	
3086	DS	patch (clothing)	1161	pu33	pu33	p u ³³	1161	
3087	ZC	patch (clothing)	1161	tse33	tse33	ts e ³³	1161	
3088	MZL	patch (clothing)	1161	pǝɯ33	pǝɯ33	p əɯ ³³	1161	
194	PB	path; road	38	tʰju2	tʰju2	tʰ j u ²	38	
195	TL	path; road	38	tʰv33	tʰv33	tʰ v ³³	38	
196	GX	path; road	38	tʰy22	tʰy22	tʰ y ²²	38	
197	EQ	path; road	38	tʰiu22	tʰiu22	tʰ i u ²²	38	
198	EG	path; road	38	tɕiu22	tɕiu22	tɕ i u ²²	38	
199	JM	path; road	38	ʈʰu22	ʈʰu22	ʈʰ u ²²	38	
200	JX	path; road	38	tʰu33	tʰu33	tʰ u ³³	38	
201	DS	path; road	38	tʰu33	tʰu33	tʰ u ³³	38	
202	ZC	path; road	38	tʰo33	tʰo33	tʰ o ³³	38	
203	MZL	path; road	38	tʰǝɯ33	tʰǝɯ33	tʰ əɯ ³³	38	
3861	PB	pave; lay	1562	kʰuŋ1	kʰuŋ1	kʰ u ŋ ¹	1562	
3862	TL	pave; lay	1562	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	1562	
3863	GX	pave; lay	1562	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵	1562	
3864	EQ	pave; lay	1562	kʰo24	kʰo24	kʰ o ²⁴	1562	
3865	EG	pave; lay	1562	kʰu55	kʰu55	kʰ u ⁵⁵	1562	
3866	JX	pave; lay	1562	kʰõ55	kʰõ55	kʰ õ ⁵⁵	1562	
3867	DS	pave; lay	1562	pʰu33	pʰu33	pʰ u ³³	1562	
3868	ZC	pave; lay	1562	kʰou55	kʰou55	kʰ ou ⁵⁵	1562	
3869	MZL	pave; lay	1562	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵	1562	
1400	PB	pea; bean	430	dɯ5	dɯ5	d ɯ ⁵	430	
1401	TL	pea; bean	430	djɯ21	djɯ21	d j ɯ ²¹	430	
1402	GX	pea; bean	430	di42	di42	d i ⁴²	430	
1403	EQ	pea; bean	430	dɯ43	dɯ43	d ɯ ⁴ + ³	430	
1404	EG	pea; bean	430	dɯ42	dɯ42	d ɯ ⁴²	430	
1405	JM	pea; bean	430	dɯ42	dɯ42	d ɯ ⁴²	430	
1406	JX	pea; bean	430	tǝ̃31	tǝ̃31	t ə̃ ³¹	430	
1407	DS	pea; bean	430	tɯ31	tɯ31	t ɯ ³¹	430	
1408	ZC	pea; bean	430	tɯ31	tɯ31	t ɯ ³¹	430	
1409	MZL	pea; bean	430	tɯ31dǝɯ21	tɯ31dǝɯ21	t ɯ ³¹ + d əɯ ²¹	430	
1221	PB	peach	392	dɔ1	dɔ1	d ɔ ¹	392	
1222	TL	peach	392	dɔ35	dɔ35	d ɔ ³⁵	392	
1223	GX	peach	392	dao12	dao12	d ao ¹²	392	
1224	EQ	peach	392	to21	to21	t o ²¹	392	
1225	EG	peach	392	to21	to21	t o ²¹	392	
1226	JM	peach	392	to21	to21	t o ²¹	392	
1227	JX	peach	392	tɑ21	tɑ21	t ɑ ²¹	392	
1228	DS	peach	392	ta21	ta21	t a ²¹	392	
1229	ZC	peach	392	ta21	ta21	t a ²¹	392	
1230	MZL	peach	392	tǝ21	tǝ21	t ə ²¹	392	
3680	PB	peppery	1489	tsʰjen1	tsʰjen1	tsʰ j e n ¹	1489	
3681	TL	peppery	1489	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	1489	
3682	EG	peppery	1489	tsʰɛ55	tsʰɛ55	tsʰ ɛ ⁵⁵	1489	
3683	JM	peppery	1489	tsẽ55	tsẽ55	ts ẽ ⁵⁵	1489	
3684	JX	peppery	1489	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	1489	
3685	DS	peppery	1489	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	1489	
3686	ZC	peppery	1489	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1489	
3687	MZL	peppery	1489	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵	1489	
1231	PB	persimmon	395	tʰjæ4	tʰjæ4	tʰ j æ ⁴	395	
1232	TL	persimmon	395	tʰa42(ʐɚ33)	tʰa42	tʰ a ⁴²	395	
1233	GX	persimmon	395	tʰæ24	tʰæ24	tʰ æ ²⁴	395	
1234	EQ	persimmon	395	tʰiæ55	tʰiæ55	tʰ i/j æ ⁵⁵	395	
1235	EG	persimmon	395	tɕʰia55(tsɛ21)	tɕʰia55	tɕʰ i/j a ⁵⁵	395	
1236	JM	persimmon	395	ʈa55(ʐi22)	ʈa55	ʈ a ⁵⁵	395	
1237	JX	persimmon	395	tʰɑ44(tsi31)	tʰɑ44	tʰ ɑ ⁴⁴	395	
1238	DS	persimmon	395	tʰɑ44(tʂi31)	tʰɑ44	tʰ ɑ ⁴⁴	395	
1239	ZC	persimmon	395	tʰa44(tsi31)	tʰa44	tʰ a ⁴⁴	395	
1240	MZL	persimmon	395	tʰɛ42(tsi33)	tʰɛ42	tʰ ɛ ⁴²	395	
631	PB	person	167	njen1b	njen1b	n j e n 1b/¹	167	
632	TL	person	167	jen35	jen35	j e n ³⁵	167	
633	GX	person	167	ɲi12	ɲi12	ɲ i ¹²	167	
634	EQ	person	167	ɲi21	ɲi21	ɲ i ²¹	167	
635	EG	person	167	ɲi21	ɲi21	ɲ i ²¹	167	
636	JM	person	167	ɲi21	ɲi21	ɲ i ²¹	167	
637	JX	person	167	jen21	jen21	j e n ²¹	167	
638	DS	person	167	jen21	jen21	j e n ²¹	167	
639	ZC	person	167	ɲi21	ɲi21	ɲ i ²¹	167	
640	MZL	person	167	ɲien21	ɲien21	ɲ i/j e n ²¹	167	
994	PB	pheasant	340	dʑi2	dʑi2	dʑ i ²	340	
995	TL	pheasant	340	ʑi33	ʑi33	ʑ i ³³	340	
996	GX	pheasant	340	dʑi22	dʑi22	dʑ i ²²	340	
997	EQ	pheasant	340	dʑi33	dʑi33	dʑ i ³³	340	
998	JM	pheasant	340	(qo42)tɕyi22	tɕyi22	tɕ y/ɥ i ²²	340	
999	JX	pheasant	340	tɕiɯ33(ki55)	tɕiɯ33	tɕ i/j ɯ ³³	340	
1000	DS	pheasant	340	tɕi33	tɕi33	tɕ i ³³	340	
1001	ZC	pheasant	340	(je21ke35)	je21ke35	j e ²¹ + k e ³⁵	2178	
1002	MZL	pheasant	340	(koŋ42ke55/tien33)	tien33)	t i/j e n ³³	340	
3503	PB	pick up	1414	dzri4	dzri4	ɖʐ i ⁴	1414	
3504	TL	pick up	1414	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	1414	
3505	GX	pick up	1414	dʐi21	dʐi21	ɖʐ i ²¹	1414	
3506	EQ	pick up	1414	tsɿ21	tsɿ21	ts ɿ ²¹	1414	
3507	EG	pick up	1414	tsɛ42	tsɛ42	ts ɛ ⁴²	1414	
3508	JM	pick up	1414	tʂɚ42	tʂɚ42	ʈʂ ɚ/ə ⁴²	1414	
3509	JX	pick up	1414	tsa42	tsa42	ts a ⁴²	1414	
3510	DS	pick up	1414	tʂi42	tʂi42	ʈʂ i ⁴²	1414	
3511	ZC	pick up	1414	tsi42	tsi42	ts i ⁴²	1414	
3512	MZL	pick up	1414	tsʰi42	tsʰi42	tsʰ i ⁴²	1414	
3493	PB	pick up (food with chopstick)	1413	ɢæ4	ɢæ4	ɣ æ ⁴	1413	
3494	TL	pick up (food with chopstick)	1413	ʁa42	ʁa42	ʁ a ⁴²	1413	
3495	GX	pick up (food with chopstick)	1413	ɢæ21	ɢæ21	ɣ æ ²¹	1413	
3496	EQ	pick up (food with chopstick)	1413	qæ21	qæ21	q æ ²¹	1413	
3497	EG	pick up (food with chopstick)	1413	qa42	qa42	q a ⁴²	1413	
3498	JM	pick up (food with chopstick)	1413	qa55	qa55	q a ⁵⁵	1413	
3499	JX	pick up (food with chopstick)	1413	ka42	ka42	k a ⁴²	1413	
3500	DS	pick up (food with chopstick)	1413	kɚ42	kɚ42	k ɚ/ə ⁴²	1413	
3501	ZC	pick up (food with chopstick)	1413	kɛ42	kɛ42	k ɛ ⁴²	1413	
3502	MZL	pick up (food with chopstick)	1413	kʰɚ42	kʰɚ42	kʰ ɚ/ə ⁴²	1413	
3483	PB	pick up (food with chopstick) [fasten the belt]	1412	qʰoŋ1	qʰoŋ1	qʰ o ŋ ¹	1412	
3484	TL	pick up (food with chopstick) [fasten the belt]	1412	kʰo55	kʰo55	kʰ o ⁵⁵	1412	
3485	GX	pick up (food with chopstick) [fasten the belt]	1412	qʰao55	qʰao55	qʰ ao ⁵⁵	1412	
3486	EQ	pick up (food with chopstick) [fasten the belt]	1412	kʰo24	kʰo24	kʰ o ²⁴	1412	
3487	EG	pick up (food with chopstick) [fasten the belt]	1412	(tɕʰi55)	tɕʰi55	tɕʰ i ⁵⁵	2334	
3488	JM	pick up (food with chopstick) [fasten the belt]	1412	ʈʰɯ55)	ʈʰɯ55)	ʈʰ ɯ ⁵⁵	1412	
3489	JX	pick up (food with chopstick) [fasten the belt]	1412	kʰõ55	kʰõ55	kʰ õ ⁵⁵	1412	
3490	DS	pick up (food with chopstick) [fasten the belt]	1412	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵	1412	
3491	ZC	pick up (food with chopstick) [fasten the belt]	1412	(tsʰɯ55)	tsʰɯ55	tsʰ ɯ ⁵⁵	2335	
3492	MZL	pick up (food with chopstick) [fasten the belt]	1412	kʰo55	kʰo55	kʰ o ⁵⁵	1412	
861	PB	pig	284	dɛ4	dɛ4	d ɛ ⁴	284	
862	TL	pig	284	dɛ42	dɛ42	d ɛ ⁴²	284	
863	GX	pig	284	dɛ21	dɛ21	d ɛ ²¹	284	
864	EQ	pig	284	tE21	tE21	t ᴇ/ɛ ²¹	284	
865	EG	pig	284	tɛ42	tɛ42	t ɛ ⁴²	284	
866	JM	pig	284	te42	te42	t e ⁴²	284	
867	JX	pig	284	te42	te42	t e ⁴²	284	
868	DS	pig	284	te42	te42	t e ⁴²	284	
869	ZC	pig	284	te42	te42	t e ⁴²	284	
870	MZL	pig	284	tʰɛ42	tʰɛ42	tʰ ɛ ⁴²	284	
1644	PB	pillar	513	drɯ2	drɯ2	d r ɯ ²	513	
1645	TL	pillar	513	diɯ33	diɯ33	d i/j ɯ ³³	513	
1646	GX	pillar	513	dʐi33	dʐi33	ɖʐ i ³³	513	
1647	EQ	pillar	513	diɯ22	diɯ22	d i/j ɯ ²²	513	
1648	EG	pillar	513	dʑi22	dʑi22	dʑ i ²²	513	
1649	JM	pillar	513	tɕõ22	tɕõ22	tɕ õ ²²	513	
1650	JX	pillar	513	tsɯ33	tsɯ33	ts ɯ ³³	513	
1651	DS	pillar	513	tʂ33	tʂ33	ʈʂ ³³	513	
1652	ZC	pillar	513	tsɯ33	tsɯ33	ts ɯ ³³	513	
1653	MZL	pillar	513	dzǝɯ33	dzǝɯ33	dz əɯ ³³	513	
1589	PB	pillow	490	tsren2	tsren2	ts r e n ²	490	
1590	TL	pillow	490	tʂɚ̃33(diɯ35)	tʂɚ̃33	ʈʂ ɚ/ə̃ ³³	490	
1591	GX	pillow	490	tʂi22(di12)	tʂi22	ʈʂ i ²²	490	
1592	EQ	pillow	490	tsɿ22(tiǝ21)	tsɿ22	ts ɿ ²²	490	
1593	EG	pillow	490	tsɛ22(tɕi21)	tsɛ22	ts ɛ ²²	490	
1594	JM	pillow	490	tʂɚ22(ʈɯ21)	tʂɚ22	ʈʂ ɚ/ə ²²	490	
1595	JX	pillow	490	tsi33(tǝ31)	tsi33	ts i ³³	490	
1596	DS	pillow	490	tʂɚ33(ti31pu33)	tʂɚ33	ʈʂ ɚ/ə ³³	490	
1597	ZC	pillow	490	tsi33(tɯ21)	tsi33	ts i ³³	490	
1598	MZL	pillow	490	tsen33(tǝɯ21)	tsen33	ts e n ³³	490	
1165	PB	pine	385	zroŋ1	zroŋ1	z r o ŋ ¹	385	
1166	TL	pine	385	ʐvŋ35	ʐvŋ35	ʐ v ŋ ³⁵	385	
1167	GX	pine	385	zoŋ12	zoŋ12	z o ŋ ¹²	385	
1168	EQ	pine	385	ju21	ju21	j u ²¹	385	
1169	EG	pine	385	ju21	ju21	j u ²¹	385	
1170	JM	pine	385	v21	v21	v ²¹	385	
1171	JX	pine	385	ɕiõ21 (Wang 2006 gives ɕiõ ̲21, is this a mistake?)	ɕiõ21	ɕ i õ ²¹	385	
1172	DS	pine	385	jou21	jou21	j ou ²¹	385	
1173	ZC	pine	385	jou21	jou21	j ou ²¹	385	
1174	MZL	pine	385	ʐyen21	ʐyen21	ʐ y/ɥ e n ²¹	385	
1185	PB	pine torches	388	mɛ1a	mɛ1a	m ɛ 1a/¹	388	
1186	TL	pine torches	388	mɛ55(tʂi55)	mɛ55	m ɛ ⁵⁵	388	
1187	GX	pine torches	388	men555	men555	m e n ⁵⁵ + ⁵	388	
1188	EQ	pine torches	388	mE24	mE24	m ᴇ/ɛ ²⁴	388	
1189	EG	pine torches	388	(ɕy55ɣo21)	ɕy55ɣo21	ɕ y ⁵⁵ + ɣ o ²¹	2189	
1190	JM	pine torches	388	(u22ne21)	u22ne21	u ²² + n e ²¹	2190	
1191	JX	pine torches	388	me55	me55	m e ⁵⁵	388	
1192	DS	pine torches	388	me35	me35	m e ³⁵	388	
3928	PB	piss; pee	1596	srɯ2	srɯ2	s r ɯ ²	1596	
3929	TL	piss; pee	1596	ʂi55	ʂi55	ʂ i ⁵⁵	1596	
3930	GX	piss; pee	1596	ʂi22	ʂi22	ʂ i ²²	1596	
3931	EQ	piss; pee	1596	ɕɯ22	ɕɯ22	ɕ ɯ ²²	1596	
3932	EG	piss; pee	1596	sɛ22	sɛ22	s ɛ ²²	1596	
3933	JM	piss; pee	1596	ʂɚ22	ʂɚ22	ʂ ɚ/ə ²²	1596	
3934	ZC	piss; pee	1596	si33	si33	s i ³³	1596	
3935	MZL	piss; pee	1596	ɕɚ̃55	ɕɚ̃55	ɕ ɚ/ə̃ ⁵⁵	1596	
1634	PB	plank; board	512	pæn2	pæn2	p æ n ²	512	
1635	TL	plank; board	512	paŋ33	paŋ33	p a ŋ ³³	512	
1636	GX	plank; board	512	pan22	pan22	p a n ²²	512	
1637	EQ	plank; board	512	pæ22	pæ22	p æ ²²	512	
1638	EG	plank; board	512	pa22 (Wang 2006 has: pa225, probably a mistake)	pa22	p a ²²	512	
1639	JM	plank; board	512	põ42	põ42	p õ ⁴²	512	
1640	JX	plank; board	512	pan33	pan33	p a n ³³	512	
1641	DS	plank; board	512	pɚ̃33	pɚ̃33	p ɚ/ə̃ ³³	512	
1642	ZC	plank; board	512	pɛ33	pɛ33	p ɛ ³³	512	
1643	MZL	plank; board	512	pɚ̃33	pɚ̃33	p ɚ/ə̃ ³³	512	
3398	PB	plough; till	1347	tso4	tso4	ts o ⁴	1347	
3399	TL	plough; till	1347	tsu42	tsu42	ts u ⁴²	1347	
3400	GX	plough; till	1347	tsu24	tsu24	ts u ²⁴	1347	
3401	EQ	plough; till	1347	tsu55	tsu55	ts u ⁵⁵	1347	
3402	JM	plough; till	1347	tso55	tso55	ts o ⁵⁵	1347	
3403	JX	plough; till	1347	tsou44	tsou44	ts ou ⁴⁴	1347	
3404	DS	plough; till	1347	tsou33	tsou33	ts ou ³³	1347	
3405	MZL	plough; till	1347	tso44	tso44	ts o ⁴⁴	1347	
1846	PB	plougshare	615	tɕi1kuɛ1	tɕi1kuɛ1	tɕ i ¹ + k u/w ɛ ¹	615	
1847	TL	plougshare	615	tɕi55kue55	tɕi55kue55	tɕ i ⁵⁵ + k u/w e ⁵⁵	615	
1848	GX	plougshare	615	tɕi55kuɛ55	tɕi55kuɛ55	tɕ i ⁵⁵ + k u/w ɛ ⁵⁵	615	
1849	EQ	plougshare	615	tɕi24kui24	tɕi24kui24	tɕ i ²⁴ + k u/w i ²⁴	615	
1850	EG	plougshare	615	tɕi55kui55	tɕi55kui55	tɕ i ⁵⁵ + k u/w i ⁵⁵	615	
1851	JM	plougshare	615	tɕĩkui55	tɕĩkui55	tɕ ĩ k u/w i ⁵⁵	615	
1852	JX	plougshare	615	tɕi55kui55	tɕi55kui55	tɕ i ⁵⁵ + k u/w i ⁵⁵	615	
1853	MZL	plougshare	615	tɕi55kuɛ55	tɕi55kuɛ55	tɕ i ⁵⁵ + k u/w ɛ ⁵⁵	615	
2968	PB	press (with palm of finger)	1129	ja4	ja4	j a ⁴	1129	
2969	TL	press (with palm of finger)	1129	jɔ42	jɔ42	j ɔ ⁴²	1129	
2970	GX	press (with palm of finger)	1129	ja24	ja24	j a ²⁴	1129	
2971	EQ	press (with palm of finger)	1129	ja55	ja55	j a ⁵⁵	1129	
2972	EG	press (with palm of finger)	1129	o44	o44	o ⁴⁴	1129	
2973	JM	press (with palm of finger)	1129	(a55)	a55	a ⁵⁵	2284	
2974	JX	press (with palm of finger)	1129	jo44(/ɑ̃44)	jo44	j o ⁴⁴	1129	
2975	JX	press (with palm of finger)	1129	jo44(/ɑ̃44)	ɑ̃44)	ɑ̃ ⁴⁴	1129	
2976	DS	press (with palm of finger)	1129	ja44	ja44	j a ⁴⁴	1129	
2977	ZC	press (with palm of finger)	1129	ja44	ja44	j a ⁴⁴	1129	
2978	MZL	press (with palm of finger)	1129	ja44	ja44	j a ⁴⁴	1129	
4191	PB	press, push down	1745	ja4	ja4	j a ⁴	1745	
4192	TL	press, push down	1745	jɔ42	jɔ42	j ɔ ⁴²	1745	
4193	GX	press, push down	1745	ja24	ja24	j a ²⁴	1745	
4194	EQ	press, push down	1745	ja55	ja55	j a ⁵⁵	1745	
4195	EG	press, push down	1745	a44	a44	a ⁴⁴	1745	
4196	JM	press, push down	1745	a55	a55	a ⁵⁵	1745	
4197	JX	press, push down	1745	jɑ44	jɑ44	j ɑ ⁴⁴	1745	
4198	DS	press, push down	1745	ja44	ja44	j a ⁴⁴	1745	
4199	ZC	press, push down	1745	ja44	ja44	j a ⁴⁴	1745	
4200	MZL	press, push down	1745	ja44	ja44	j a ⁴⁴	1745	
4373	PB	price	1863	qæ5	qæ5	q æ ⁵	1863	
4374	TL	price	1863	qa21	qa21	q a ²¹	1863	
4375	GX	price	1863	qæ42	qæ42	q æ ⁴²	1863	
4376	EQ	price	1863	qæ43	qæ43	q æ ⁴ + ³	1863	
4377	EG	price	1863	qa423	qa423	q a ⁴² + ³	1863	
4378	JM	price	1863	qa42	qa42	q a ⁴²	1863	
4379	JX	price	1863	ka42	ka42	k a ⁴²	1863	
4380	DS	price	1863	kɚ42	kɚ42	k ɚ/ə ⁴²	1863	
4381	ZC	price	1863	kɛ42	kɛ42	k ɛ ⁴²	1863	
4382	MZL	price	1863	kɚ42	kɚ42	k ɚ/ə ⁴²	1863	
3358	PB	pull (a quilt over oneself)	1332	tʰa4	tʰa4	tʰ a ⁴	1332	
3359	TL	pull (a quilt over oneself)	1332	tʰɔ42	tʰɔ42	tʰ ɔ ⁴²	1332	
3360	GX	pull (a quilt over oneself)	1332	tʰa24	tʰa24	tʰ a ²⁴	1332	
3361	EQ	pull (a quilt over oneself)	1332	tʰua55	tʰua55	tʰ u/w a ⁵⁵	1332	
3362	EG	pull (a quilt over oneself)	1332	tʰo55	tʰo55	tʰ o ⁵⁵	1332	
3363	JM	pull (a quilt over oneself)	1332	tʰa55	tʰa55	tʰ a ⁵⁵	1332	
3364	JX	pull (a quilt over oneself)	1332	tʰɑ44	tʰɑ44	tʰ ɑ ⁴⁴	1332	
3365	DS	pull (a quilt over oneself)	1332	tʰa44	tʰa44	tʰ a ⁴⁴	1332	
3366	ZC	pull (a quilt over oneself)	1332	tʰa55	tʰa55	tʰ a ⁵⁵	1332	
3367	MZL	pull (a quilt over oneself)	1332	(pɛ42)	pɛ42	p ɛ ⁴²	2323	
2979	PB	pull up (weeds)	1131	bræ4	bræ4	b r æ ⁴	1131	
2980	TL	pull up (weeds)	1131	ʐo42	ʐo42	ʐ o ⁴²	1131	
2981	GX	pull up (weeds)	1131	dʑua21	dʑua21	dʑ u/w a ²¹	1131	
2982	EQ	pull up (weeds)	1131	pia21	pia21	p i/j a ²¹	1131	
2983	EG	pull up (weeds)	1131	tɕia44	tɕia44	tɕ i/j a ⁴⁴	1131	
2984	JM	pull up (weeds)	1131	tɕiõ55	tɕiõ55	tɕ i õ ⁵⁵	1131	
2985	JX	pull up (weeds)	1131	pio42(/mɑ̃21)	pio42	p i/j o ⁴²	1131	
2986	JX	pull up (weeds)	1131	pio42(/mɑ̃21)	mɑ̃21)	m ɑ̃ ²¹	1131	
2987	DS	pull up (weeds)	1131	(ma21)	ma21	m a ²¹	2285	
2988	ZC	pull up (weeds)	1131	ma(21)	ma	m a	1131	
2989	MZL	pull up (weeds)	1131	[tsʰɛ42]	tsʰɛ42	tsʰ ɛ ⁴²	2286	1
3880	PB	pull/lead (a cow) along	1568	qʰen1	qʰen1	qʰ e n ¹	1568	
3881	TL	pull/lead (a cow) along	1568	qʰan55	qʰan55	qʰ a n ⁵⁵	1568	
3882	GX	pull/lead (a cow) along	1568	qʰ55	qʰ55	qʰ ⁵⁵	1568	
