ID	STRUCTURE	FREQUENCY	ProtoBai	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	Tuoluo	Zhoucheng	COGNATESETS	CONCEPTS
159-2	i	2	ʈ	ʈʂ	s	t	ts	ʈ	ts	ts	t	ts	916:0, 4891:0	classifier [sheet of paper] / use or lean on (a walking stick)
363-2	i	2	ʈ	ʈʂ	tɕ	tʲ	ts	ʈ	ts	ts	tʲ	ts	3340:0, 1315:0	ear; spike / put on (the shoes)
319-1	i	1	ʈ	ʈʂ	t	t	ts	ʈʂ	ts	ts	t	ts	2816:0	narrow
379-1	i	1	ʈ	ʈʂ	tɕ	tɕ	ts	tɕ	ts	ts	ʈʂ	ts	3634:0	seed
481-1	i	1	ʈ	ʈʂʰ	tɕ	t	ʈʂ	ʈ	ts	tsʰ	tʲ	tsʰ	5048:0	weave; knit
655-1	i	1	ʈ	ʈʂ	tɕ	tʲ	ts	ʈ	ts	ts	t	Ø	5027:0	wear (a bracelet)
901-1	i	1	ʂ	ʂ	Ø	x	ɕ	Ø	Ø	s	Ø	s	4522:0	to burn
863-3	i	3	ʁ	Ø	ŋ	ʁ	ʁ	Ø	Ø	ɣ	ŋ	ŋ	5204:0, 4217:0, 3352:0	read / sweat / yellow
611-1	i	1	ʁ	w	kʰ	Ø	w	ŋ	w	v	w	w	3504:0	round
409-5	i	5	ɣ	ɣ	ɣ	ɣ	ɣ	ɣ	ɣ	ɣ	ɣ	ɣ	4068:0, 4602:0, 3351:0, 43:0, 1379:0	(rain) fall / easy / next year / read / stepmother / to leak
95-4	i	4	ɣ	k	q	q	ɣ	q	k	k	g	k	2600:0, 3667:0, 2002:0, 200:0	[wood] / hedgehog / meat / sell
184-1	i	1	ɣ	k	k	k	tɕ	k	k	k	q	k	1337:0	earrings
468-1	i	1	ɣ	tɕ	q	q	q	g	tɕ	k	q	tɕ	4866:0	uncle (mother's brother)
508-1	i	1	ɣ	ɣ	x	Ø	ɣ	x	ɣ	ɣ	ɣ	ɣ	327:0	back, behind
599-1	i	1	ɣ	k	q	q	ɣ	q	k	kʰ	Ø	k	3128:0	pick up (food with chopstick)
616-1	i	1	ɣ	k	q	q	ɣ	q	k	tsʰ	Ø	k	3601:0	scissor
755-1	i	1	ɣ	k	q	q	q	q	Ø	Ø	d	k	4081:0	stick
764-1	i	1	ɣ	k	Ø	ɣ	ɣ	q	k	k	Ø	k	4326:0	thick
808-1	i	1	ɣ	k	Ø	ɣ	q	Ø	k	k	Ø	k	1286:0	drum
827-1	i	1	ɣ	x	Ø	q	q	Ø	k	x	Ø	k	2256:0	lake / sea
860-1	i	1	ɣ	ɣ	Ø	ɣ	ɕ	Ø	ɣ	ɣ	ɣ	Ø	5143:0	willow
78-2	i	2	ɖʐ	ʈʂ	tɕ	tɕ	dz	tɕ	ts	dz	ʐ	ts	2051:0, 5192:0	hoe (large) / worm
101-1	i	1	ɖʐ	ʈʂ	ts	ts	ɖʐ	tɕ	ts	dz	ʐ	ts	53:0	(rice) seedling
149-1	i	1	ɖʐ	ʈʂ	tɕ	ɖʐ	ɖʐ	tɕ	ts	ts	ʐ	ts	820:0	chopsticks
236-1	i	1	ɖʐ	ʈʂ	dʑ	ɖʐ	dz	dʑ	ts	ts	ʐ	ts	1991:0	heavy
273-1	i	1	ɖʐ	ʈʂ	ts	dz	ɖʐ	ʐ	ts	dz	ʐ	ts	2364:0	lick, lap
289-1	i	1	ɖʐ	ʈʂ	tɕ	tɕ	dz	tɕ	ts	z	ʐ	ts	2540:0	maggot
307-1	i	1	ɖʐ	ts	tɕ	tɕ	dz	tɕ	ts	tsʰ	ʐ	ts	2720:0	muddy; turbid
429-1	i	1	ɖʐ	ʈʂ	tɕ	tɕ	dz	tɕ	ts	tsʰ	ʐ	ts	4304:0	the 12 animals representing the 12 years
462-1	i	1	ɖʐ	ʈʂ	z	tɕ	z	z	ts	ts	ʐ	ts	4787:0	turn around
465-1	i	1	ɖʐ	ʈʂ	ts	ts	ɖʐ	ʈʂ	ts	tsʰ	ʐ	ts	4814:0	pick up / ten / twelve
502-1	i	1	ɖʐ	tʰ	tɕ	tɕ	dz	tɕ	ts	tsʰ	ʐ	Ø	9:0	(fruit) be ripe
590-1	i	1	ɖʐ	tɕ	tsʰ	tɕ	dʑ	tsʰ	Ø	tɕ	-	tɕ	2827:0	near
85-6	i	6	ɕ	ɕ	ɕ	ɕ	ɕ	ɕ	ɕ	ɕ	ɕ	ɕ	2484:0, 4998:0, 1682:0, 2755:0, 171:0, 1896:0	[cow louse] / fragrant (smell) / hair / louse / musk / water
834-2	i	2	ɕ	ɕʰ	ɕ	ɕ	ɕ	Ø	ɕ	ɕ	ɕ	ts	3009:0, 2578:0	mare / pare/peel with a knife
910-1	i	1	ɕ	ɕ	Ø	Ø	Ø	Ø	ts	ɕ	ɕ	Ø	2965:0	paddy fields
948-1	i	1	ɕ	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	s	1654:0	forest
517-6	i	6	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	ŋ	752:0, 1587:0, 1598:0, 4216:0, 114:0, 993:0	(xx language) / cattle / cloud / fish / five / sweat
786-3	i	3	ŋ	-	ɲ	Ø	Ø	ɲ	-	ɲ	-	ɲ	5181:0, 4987:0, 5247:0	want; need / woman / younger sister
541-2	i	2	ŋ	w	ŋ	ŋ	w	Ø	w	ŋ	w	w	1462:0, 359:0	bamboo food steamer / eye
294-1	i	1	ŋ	w	ŋ	w	w	w	w	ŋ	ŋ	w	2632:0	month
297-1	i	1	ŋ	w	ŋ	w	w	ŋ	w	ŋ	w	w	2644:0	moon
334-1	i	1	ŋ	w	ŋ	w	w	n	w	ŋ	ŋ	w	2952:0	outside
634-1	i	1	ŋ	w	ŋ	w	w	Ø	w	v	w	w	4452:0	tile
674-1	i	1	ŋ	ŋ	ŋ	ɴ	ŋ	Ø	Ø	n	ŋ	ŋ	141:0	I
823-1	i	1	ŋ	Ø	ŋ	ŋ	w	w	Ø	v	Ø	w	2195:0	jar
639-3	i	3	Ø	f	f	f	pf	f	f	f	f	f	4669:0, 3790:0, 1565:0	fire / saw / six / smoke / to saw
572-1	i	1	Ø	k	ts	dz	ʈʂ	tɕ	k	tɕ	ʐ	k	2231:0	kneel
575-1	i	1	Ø	ʂ	ɣ	tsʰ	ʈʂ	ʈʂ	tsʰ	ɕ	ʈʂʰ	tsʰ	2461:0	lose (a game)
593-1	i	1	Ø	tɕ	tɕ	dʑ	dʑ	tɕ	tɕ	t	ʑ	tɕ	2966:0	earth quake / paddy fields
804-1	i	1	Ø	x	x	χ	Ø	k	x	x	Ø	x	1074:0	correct; right
813-1	i	1	Ø	Ø	t	t	d	ʈ	Ø	t	d	t	1897:0	hair
824-1	i	1	Ø	ʈʂʰ	ts	Ø	dz	s	ts	tsʰ	Ø	ts	2218:0	key
837-1	i	1	Ø	ʈʂ	dʑ	Ø	ɖʐ	tɕ	ts	dz	Ø	ts	3161:0	pillar
907-1	i	1	Ø	pʰ	Ø	p	Ø	Ø	pʰ	pʰ	Ø	-	2143:0	ice
917-1	i	1	Ø	Ø	z	z	ʐ	ʐ	Ø	Ø	ʐ	Ø	4124:0	stomach
921-1	i	1	Ø	Ø	s	s	Ø	s	tsʰ	t	Ø	Ø	4474:0	to bet
922-1	i	1	Ø	Ø	dʑ	dz	dʑ	dʑ	Ø	Ø	ʑ	Ø	4489:0	low; short / to block (the wind)
931-1	i	1	Ø	Ø	tɕ	ts	Ø	tɕ	Ø	Ø	tɕ	Ø	2329:0	left
936-1	i	1	Ø	Ø	ŋ	ɲ	Ø	Ø	ŋ	Ø	Ø	ŋ	3734:0	shoe
939-1	i	1	Ø	tɕʰ	Ø	tɕʰ	tsʰ	Ø	Ø	Ø	tɕʰ	Ø	4646:0	to poke; insert
940-1	i	1	Ø	t	tɕʰ	Ø	Ø	tɕʰ	tɕʰ	Ø	Ø	Ø	4965:0	vomit/throw up
942-1	i	1	Ø	Ø	Ø	Ø	ɲ	Ø	k	ɲ	Ø	ɲ	5250:0	cold / younger sister
944-1	i	1	Ø	Ø	Ø	Ø	tɕ	tɕ	Ø	Ø	ʈʂ	Ø	280:0	ask; question
945-1	i	1	Ø	Ø	Ø	ɕ	-	ɕ	Ø	Ø	Ø	Ø	303:0	at night; in the evening
946-1	i	1	Ø	Ø	x	Ø	ʐ	ʐ	Ø	Ø	Ø	Ø	502:0	belly
951-1	i	1	Ø	x	qʰ	Ø	Ø	Ø	Ø	ts	Ø	Ø	2205:0	kettle; pot
113-1	i	1	z	z	z	z	z	z	s	z	z	z	400:0	barley
220-1	i	1	z	z	z	ts	z	z	s	z	z	z	1805:0	give
796-1	i	1	z	Ø	z	z	z	z	Ø	-	z	Ø	886:0	classifier [length unit]
933-1	i	1	z	Ø	Ø	Ø	z	Ø	Ø	ʐ	ʐ	Ø	3184:0	pine
92-4	i	4	x	x	x	x	h	x	x	x	x	x	3813:0, 4411:0, 1840:0, 2107:0	good / house / sky / thunder / to thunder
667-3	i	3	x	x	Ø	x	x	x	x	ɕ	x	x	1564:0, 3834:0, 304:0	at night; in the evening / fire / smoke
438-2	i	2	x	x	x	x	x	x	s	x	x	x	4377:0, 723:0	cat / thread
952-1	i	1	w	w	Ø	Ø	Ø	Ø	w	Ø	Ø	Ø	4123:0	stomach
291-1	i	1	tʲ	tɕ	t	t	t	t	tɕ	t	tɕ	tɕ	2565:0	many
477-1	i	1	tʲ	t	t	t	d	t	t	t	t	t	5037:0	wear (a hat)
51-5	i	5	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	tʰ	668:0, 5236:0, 3285:0, 4501:0, 3922:0	brothers / pull (a quilt over oneself) / soil; earth / to borrow (money) / younger brother / younger sister
275-3	i	3	tʰ	ʈʂʰ	tɕʰ	tʰ	tsʰ	ʈʰ	tsʰ	tsʰ	tʰ	tsʰ	2395:0, 4102:0, 82:0	(wasps) sting / light / stinking; smelly
403-2	i	2	tʰ	ʈʂʰ	tɕʰ	tʰ	tʰ	ʈ	tsʰ	tsʰ	tʰ	tsʰ	3953:0, 1873:0	grind (flour) / sound
757-2	i	2	tʰ	ʈʂʰ	tɕʰ	tʰ	tɕ	tɕʰ	tsʰ	tsʰ	tʰ	tsʰ	4112:0, 4261:0	stir-fry; stir / tear up, rip
140-1	i	1	tʰ	ʈʂ	q	tʰ	tsʰ	ʈ	tsʰ	tsʰ	tʰ	tsʰ	763:0	chaff; bran
260-1	i	1	tʰ	tʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tʰ	tʰ	tɕʰ	tʰ	2184:0	iron
339-1	i	1	tʰ	tʰ	tɕ	tʰ	tʰ	ʈʰ	tʰ	tʰ	tʰ	tʰ	3031:0	path; road
347-1	i	1	tʰ	tʰ	tɕʰ	tʰ	tʰ	ʈ	tʰ	tʰ	tʰ	tʰ	3084:0	persimmon
384-1	i	1	tʰ	ʈʂʰ	tɕʰ	tʰ	tsʰ	ʈʰ	tsʰ	s	tʰ	s	3656:0	seep [sweep]
605-1	i	1	tʰ	ʈʂʰ	tɕʰ	tʰ	tʰ	ʈʰ	tsʰ	Ø	tʰ	tsʰ	3373:0	red
641-1	i	1	tʰ	ʈʂʰ	Ø	tʰ	ʈʂʰ	ʈʰ	tsʰ	tsʰ	tʰ	ʈʂ	4676:0	to smell
650-1	i	1	tʰ	tʰ	tʰ	Ø	tʰ	ʈʰ	tʰ	tsʰ	tʰ	tsʰ	4879:0	unseam (clothing)
67-3	i	3	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	1507:0, 2406:0, 227:0	air; breath / fertilizer; manure / listen
42-6	i	6	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	1829:0, 2889:0, 4293:0, 3234:0, 1413:0, 1498:0	eight / female genitals / gold / nine / plougshare / tendon; sinew
688-2	i	2	tɕ	tɕ	tɕʰ	tɕ	tɕ	tɕ	Ø	tɕ	tɕ	k	422:0, 4798:0	be hungry / turtledove
314-1	i	1	tɕ	tɕ	ts	tɕ	ts	tɕʰ	tɕ	tɕ	tɕ	tɕ	2791:0	nail; tack
444-1	i	1	tɕ	tɕ	tɕ	tɕ	ts	tɕ	tɕ	tɕ	tʰ	tɕ	4500:0	to borrow (money) / to borrow (tools)
490-1	i	1	tɕ	tɕʰ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	tɕ	5163:0	winnowing fan
551-1	i	1	tɕ	tɕ	tɕ	ts	Ø	ʈʂ	tɕ	tɕ	tɕ	tɕ	1693:0	fraud
87-4	i	4	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	2928:0, 4918:0, 4844:0, 4135:0	onion, scallion / stomach [bird crop] / twist (hemp fivers) / vegetable
833-3	i	3	tsʰ	Ø	tsʰ	tsʰ	tɕʰ	tɕʰ	-	tɕʰ	-	tɕʰ	2990:0, 4367:0, 4284:0	paint / tender young (plant) / thousand
387-2	i	2	tsʰ	tɕʰ	tsʰ	tsʰ	tɕʰ	tsʰ	tɕʰ	tɕʰ	tɕʰ	tɕʰ	3678:0, 4357:0	seven / thorn; splinter
726-2	i	2	tsʰ	tɕʰ	tsʰ	tɕ	tsʰ	ts	tɕʰ	tɕʰ	tɕʰ	tɕʰ	3075:0, 5009:0	peppery / watery/thin (porridge)
369-1	i	1	tsʰ	tsʰ	tsʰ	tsʰ	tsʰ	kʰ	tsʰ	kʰ	tsʰ	tsʰ	3525:0	salty
422-1	i	1	tsʰ	ʈʂʰ	tsʰ	tsʰ	ʈʂʰ	ʈʂʰ	tsʰ	tsʰ	ʈʂʰ	tsʰ	4227:0	swell
523-1	i	1	tsʰ	tsʰ	q	q	dʑ	q	tsʰ	k	tsʰ	Ø	874:0	classifier [handfull]
629-1	i	1	tsʰ	ʈʂʰ	tʰ	tʰ	tʰ	Ø	tsʰ	tɕʰ	tɕʰ	ts	3996:0	spit (noun or verb?)
658-1	i	1	tsʰ	tɕʰ	tsʰ	Ø	tɕʰ	tsʰ	tɕʰ	tsʰ	tɕ	tɕʰ	5059:0	weigh (food)
671-1	i	1	tsʰ	tɕʰ	tsʰ	tsʰ	tɕʰ	Ø	tɕʰ	t	tɕʰ	Ø	119:0	Chinese chestnut
696-1	i	1	tsʰ	tsʰ	Ø	tɕʰ	tsʰ	Ø	tsʰ	tsʰ	tsʰ	tsʰ	1119:0	cut up (vegetable)
761-1	i	1	tsʰ	Ø	tsʰ	tsʰ	ʈʂʰ	tɕʰ	Ø	tsʰ	ʈʂʰ	tʰ	4176:0	stretch out (the arm)
803-1	i	1	tsʰ	Ø	tsʰ	tsʰ	tsʰ	ts	Ø	tsʰ	tsʰ	Ø	1066:0	corpse
22-6	i	6	ts	ʈʂ	ts	ts	ʈʂ	ʈʂ	ts	ts	ʈʂ	ts	1862:0, 2837:0, 2998:0, 3172:0, 3362:0, 4834:0	grease, fat / needle / paper / pillow / real / twist (a tower)
29-5	i	5	ts	ts	ts	ts	ts	ts	ts	ts	ts	ts	236:0, 3225:0, 3942:0, 1046:0, 4988:0	alcoholic beverage / bird / cooking stove; kitchen range / plough; till / son / want; need
47-3	i	3	ts	tɕ	ts	ts	tɕ	ts	tɕ	tɕ	tɕ	tɕ	267:0, 2316:0, 4196:0	arrow / leech / suck
49-2	i	2	ts	ʈʂ	tɕ	tɕ	ts	tɕ	ts	ts	ʈʂ	ts	348:0, 1035:0	bamboo / cook; boil
181-1	i	1	ts	ts	tɕ	tɕ	tɕ	ts	ts	ts	tɕ	ts	1326:0	early
200-1	i	1	ts	t	ts	ts	ʈʂ	ʈʂ	ts	ts	ʈʂ	ts	1544:0	finger
247-1	i	1	ts	ts	ts	d	ts	ts	ts	ts	tʲʰ	ts	2064:0	hoof / man
644-1	i	1	ts	ts	tɕ	tɕ	ts	ts	ts	ts	ts	Ø	4742:0	trace; track
745-1	i	1	ts	Ø	ts	t	q	k	ts	tsʰ	ts	Ø	3576:0	scar
750-1	i	1	ts	tɕ	Ø	ts	ts	Ø	ts	tɕ	ts	ts	4012:0	squeeze (for milk)
65-4	i	4	t	t	t	t	t	t	t	ts	t	t	1473:0, 4940:0, 3477:0, 4488:0	far / root / to block (the wind) / vertical, be standing
195-2	i	2	t	t	q	ts	t	q	t	t	t	t	1518:0, 4473:0	fight / to bet
218-2	i	2	t	tʲ	t	t	t	t	t	t	t	t	1773:0, 412:0	be blind / get; acquire
416-1	i	1	t	t	t	t	t	t	t	ts	t	m	4154:0	straight
90-4	i	4	sʰ	sʰ	s	s	s	s	s	s	s	s	3493:0, 4400:0, 216:0, 979:0	a year old / blood / cloth / rope / three
226-3	i	3	sʰ	sʰ	s	ɕ	s	s	s	s	s	s	1851:0, 1762:0, 3975:0	garlic / grandson / sour
60-2	i	2	sʰ	ʂʰ	ɕ	ɕ	s	ɕ	s	s	ɕ	s	1107:0, 3536:0	cut (meat) / sand
170-1	i	1	sʰ	ʂʰ	s	s	ʂ	x	s	s	ʂ	s	1184:0	deep
199-1	i	1	sʰ	ʂ	ɕ	ɕ	ʂ	ɕ	s	s	ɕ	s	1543:0	finger
230-1	i	1	sʰ	ʂʰ	ɕ	ɕ	ʂ	ɕ	s	s	ɕ	s	1914:0	hand
265-1	i	1	sʰ	ɕʰ	s	s	s	s	s	s	s	s	2280:0	laugh
326-1	i	1	sʰ	ɕʰ	s	s	ɕ	s	ɕ	ɕ	ɕ	ɕ	2859:0	new
563-1	i	1	sʰ	ʂ	ɕ	ɕ	s	ɕ	s	ɕ	ɕ	Ø	2141:0	ice
588-1	i	1	sʰ	ʂ	ɕ	t	ʈʂ	Ø	s	s	ɕ	s	2771:0	nail
624-1	i	1	sʰ	sʰ	s	Ø	s	s	s	ɕ	s	s	3885:0	snow
64-7	i	7	s	s	s	s	s	s	s	s	s	s	1401:0, 1816:0, 2871:0, 2010:0, 2977:0, 3561:0, 1519:0	egg / fight / glutinous rice / hemp / next year / paddy rice / say
59-3	i	3	s	ʂ	ɕ	ɕ	s	ɕ	s	s	ʂ	s	1015:0, 2698:0, 4548:0	comb / mouse / to comb
61-3	i	3	s	ɕ	s	s	ɕ	ɕ	ɕ	ɕ	ɕ	ɕ	1173:0, 1671:0, 2753:0	dead / die / four / musk
192-3	i	3	s	s	s	s	ʂ	ʂ	s	s	ʂ	s	1451:0, 1609:0, 5019:0	excrement / fling; toss / wave; wield
76-2	i	2	s	ɕ	s	s	ɕ	s	ɕ	ɕ	ɕ	ɕ	1969:0, 3835:0	heart / smoke
214-2	i	2	s	s	s	ɕ	ɕ	s	s	s	s	s	1751:0, 2622:0	garden (plot) / monkey
97-1	i	1	s	s	ts	ts	s	ts	s	s	s	s	21:0	(head) ache
107-1	i	1	s	ʂ	tsʰ	s	ts	ʂ	s	s	ʂ	s	289:0	astringent; like unripe
203-1	i	1	s	ɕ	s	s	χ	s	ɕ	ɕ	ɕ	ɕ	1575:0	firewood
209-1	i	1	s	ʂ	ɕ	ɕ	s	ɕ	s	s	ɕ	s	1731:0	frost
267-1	i	1	s	ɕ	s	s	s	s	s	s	s	s	2291:0	lay (eggs)
280-1	i	1	s	s	s	s	s	s	ts	tsʰ	s	s	2439:0	lock (the door)
302-1	i	1	s	ʂ	s	ɕ	s	ʂ	s	s	ɕ	s	2685:0	mountain
309-1	i	1	s	tɕʰ	s	ɕ	ʂ	ʂ	s	s	ʂ	s	2740:0	mushroom
375-1	i	1	s	s	s	s	s	s	s	s	s	tɕ	3590:0	scatter (seeds)
382-1	i	1	s	s	ɕ	ɕ	ɕ	ɕ	s	s	ʂ	s	3645:0	seed of Chinese prickly ash
405-1	i	1	s	ɕ	ɕ	ɕ	s	ɕ	ɕ	ɕ	ɕ	ɕ	4023:0	star
728-1	i	1	s	Ø	s	ɕ	ʂ	ʂ	Ø	ɕ	ʂ	s	3205:0	piss; pee
14-10	i	10	qʰ	kʰ	qʰ	qʰ	qʰ	qʰ	kʰ	kʰ	qʰ	kʰ	463:0, 863:0, 1230:0, 1885:0, 2941:0, 3308:0, 1086:0, 5122:0, 192:0, 423:0	[pull up weeds] / be hungry / be thirsty / classifier [grain] / cry (verb or noun?, should be made clear later on) / dog / guest / open / pull/lead (a cow) along / wide
124-1	i	1	qʰ	kʰ	qʰ	qʰ	qʰ	qʰ	qʰ	kʰ	qʰ	kʰ	556:0	bitter
269-1	i	1	qʰ	k	qʰ	qʰ	qʰ	k	k	kʰ	qʰ	k	2342:0	leg
351-1	i	1	qʰ	kʰ	tɕʰ	kʰ	qʰ	ʈʰ	kʰ	kʰ	kʰ	tsʰ	3139:0	pick up (food with chopstick) [fasten the belt]
448-1	i	1	qʰ	kʰ	k	qʰ	qʰ	k	kʰ	kʰ	qʰ	kʰ	4557:0	to cough
538-1	i	1	qʰ	kʰ	qʰ	qʰ	qʰ	qʰ	kʰ	k	qʰ	Ø	1423:0	empty
713-1	i	1	qʰ	k	dʑ	qʰ	Ø	Ø	kʰ	kʰ	qʰ	k	2303:0	leaf
847-1	i	1	qʰ	Ø	qʰ	qʰ	qʰ	qʰ	Ø	kʰ	Ø	w	3825:0	slanting; learning
8-16	i	16	q	k	q	q	q	q	k	k	q	k	452:0, 786:0, 896:0, 1294:0, 2074:0, 2428:0, 2772:0, 3274:0, 3454:0, 3612:0, 4720:0, 3566:0, 338:0, 1056:0, 3421:0, 2976:0	bad (things) / be on the other side of (a river) / chicken / classifier [room] / copper, bronze / dry / fill (a bowl with rice) / high / horn / liver / nail / paddy rice / price / rice straw / river / scale / scoop up (water); ladle out / teach / today / wheat straw
130-1	i	1	q	k	q	q	q	q	k	k	k	k	621:0	bone
388-1	i	1	q	k	q	q	q	q	k	k	q	tsʰ	3689:0	shadow
637-1	i	1	q	k	q	q	Ø	q	k	kʰ	q	k	4581:0	to hook
128-5	i	5	pʰ	pʰ	pʰ	pʰ	p	pʰ	pʰ	pʰ	pʰ	pʰ	599:0, 4260:0, 2531:0, 3824:0, 885:0	blow (the trumpet) / classifier [length unit] / cliffy; precipitous / lung / slanting; learning / tear up, rip
400-5	i	5	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	pʰ	3907:0, 64:0, 809:0, 1130:0, 579:0	(soul); spirit / bladder / chop (firewood) / cut/rip open / soft
545-1	i	1	pʰ	f	f	f	pfʰ	f	f	pʰ	f	Ø	1484:0	fart
690-1	i	1	pʰ	f	Ø	f	pf	Ø	f	pʰ	f	f	490:0	bee
867-1	i	1	pʰ	Ø	pʰ	pʰ	pʰ	Ø	Ø	p	Ø	p	152:0	[Distillers grains]
25-10	i	10	p	p	p	p	p	p	p	p	p	p	316:0, 1936:0, 2130:0, 3214:0, 3867:0, 4045:0, 278:0, 1412:0, 172:0, 248:0	[cow louse] / ant / ask; question / axe / eight / have eaten one's fill / hundred / patch (clothing) / plank; board / snake / step
548-5	i	5	p	f	f	f	pf	f	f	p	f	f	1629:0, 501:0, 1218:0, 4752:0, 3997:0	belly / divide; share (things) / fly / spit (noun or verb?) / transplant (rice seedling); insert
662-3	i	3	p	p	tɕ	p	tɕ	tɕ	p	p	tɕ	p	5152:0, 4085:0, 3518:0	salt / stick / to plait / wind
870-2	i	2	p	p	Ø	p	Ø	Ø	p	pʰ	p	p	300:0, 1497:0	at night; in the evening / female genitals
142-1	i	1	p	p	p	p	tɕ	p	p	p	tɕ	p	775:0	change
535-1	i	1	p	f	pʰ	f	pʰ	f	f	Ø	f	p	1206:0	direction; orientation
680-1	i	1	p	Ø	f	p	pf	f	Ø	p	f	p	207:0	a half
890-1	i	1	p	p	pʰ	Ø	Ø	Ø	p	p	Ø	p	2327:0	left
253-9	i	9	n	-	ɲ	ɲ	ɲ	ɲ	-	ɲ	-	ɲ	2096:0, 3096:0, 3769:0, 1155:0, 4206:0, 3095:0, 4283:0, 1154:0, 611:0	boat; ship / daughter / hot / person / silver / sun / tender young (plant)
32-6	i	6	n	n	n	n	n	n	n	n	n	n	632:0, 3921:0, 5225:0, 4625:0, 4815:0, 722:0	brains / cat / mud / soil; earth / to pen in (sheep) / twelve / you
501-4	i	4	n	-	ɲ	ɲ	-	n	-	-	-	-	3723:0, 4591:0, 667:0, 3746:0	brothers / sheep (general) / sickle / to itch/tickle
881-2	i	2	n	Ø	ɲ	ɲ	ɲ	ɲ	Ø	n	ɲ	ɲ	1166:0, 2806:0	day / name
601-1	i	1	n	Ø	n	ɲ	n	n	n	n	n	n	3330:0	pus
693-1	i	1	n	Ø	n	n	n	n	Ø	n	n	ɲ	907:0	classifier [sack of rice]
799-1	i	1	n	Ø	n	n	ɲ	n	Ø	n	Ø	ɲ	940:0	classifier [weight unit]
923-1	i	1	n	Ø	Ø	Ø	Ø	-	-	Ø	-	ɲ	4525:0	to burn
5-35	i	35	m	m	m	m	m	m	m	m	m	m	32:0, 689:0, 700:0, 1241:0, 1263:0, 2085:0, 2269:0, 2674:0, 3409:0, 4185:0, 5071:0, 5100:0, 971:0, 2664:0, 1433:0, 2576:0, 4412:0, 65:0, 2474:0, 3384:0, 4537:0, 5082:0, 1:0, 1898:0, 2577:0, 3420:0, 3478:0, 4347:0, 5164:0, 2805:0, 3194:0, 4069:0, 1445:0, 369:0, 3296:0	(birds)cry/chirp / (people) crawl / (soul); spirit / bamboo piece / buy / cane, vine / close (the mouth) / close (the mouth) lightly / door / dream / escape; run away / exchange / hair / horse / late / loud / mare / mosquito / mother / name / pine torches / pull up (weeds) / resin, colophony / rice / rice straw / root / stepmother / stroke; touch / think / thunder / to change / to thunder / wheat / wheat straw / whet (a knife) / winnowing fan
675-2	i	2	m	m	ɲ	m	ɲ	ɲ	m	Ø	-	m	161:0, 2643:0	[castrate (chicken)] / moon
62-4	i	4	l	l	l	l	l	l	l	l	l	l	1252:0, 3757:0, 2379:0, 724:0	cat / dragon / lift (the lid) / sieve; sifter / tiger
521-2	i	2	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	kʰ	853:0, 3043:0	classifier [clothes] / pave; lay
396-1	i	1	kʰ	kʰ	ʃʰ	tsʰ	ʈʂʰ	tɕʰ	kʰ	k	ʈʂʰ	kʰ	3866:0	snake
513-1	i	1	kʰ	kʰ	tsʰ	Ø	ʈʂʰ	tɕʰ	kʰ	tɕʰ	ʈʂʰ	kʰ	545:0	bird's nest
530-1	i	1	kʰ	Ø	kʰ	kʰ	kʰ	k	kʰ	kʰ	kʰ	kʰ	1097:0	curved; crooked; bent
925-1	i	1	kʰ	Ø	Ø	Ø	qʰ	Ø	Ø	kʰ	kʰ	kʰ	4967:0	vomit/throw up
17-11	i	11	k	k	k	k	k	k	k	k	k	k	1640:0, 1794:0, 2417:0, 2900:0, 3779:0, 4854:0, 742:0, 3235:0, 4909:0, 1305:0, 4799:0	catch; capture / eagle fern / foot / ginger / live; reside / old / plougshare / sit / turtledove / two / vat; jar
162-2	i	2	k	k	k	k	g	k	k	k	k	k	1001:0, 1653:0	cold / forest
557-2	i	2	k	k	ts	ts	ʈʂ	ʈʂ	k	tɕ	ʈʂ	k	1784:0, 3932:0	ghost, spirit / soldier
927-3	i	3	h	Ø	Ø	Ø	h	Ø	Ø	Ø	h	h	133:0, 1075:0, 2108:0	Han Chinese / correct; right / house
670-1	i	1	h	Ø	x	χ	x	x	Ø	x	h	x	104:0	(water) be boiling
24-6	i	6	g	k	k	k	g	k	k	k	g	k	93:0, 656:0, 678:0, 2495:0, 3433:0, 3443:0	(water flow) / bridge / buckwheat / love; like / rich / ride
781-1	i	1	g	Ø	g	g	g	g	Ø	k	g	k	4900:0	used, old
