# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	STRUCTURE
205	914_ayearold	a year old	Mazhelong	Mazhelong	sua44	sua44	s u/w a ⁴⁴			24.1677209	104.1950232		i m n t
#
206	20_airbreath	air; breath	ProtoBai	Proto-Bai	tɕʰi4	tɕʰi4	tɕʰ i ⁴		27				i n t
207	20_airbreath	air; breath	Tuoluo	Tuoluo	tɕʰi42	tɕʰi42	tɕʰ i ⁴²	tuol1234	27	23.3833337	102.1839821		i n t
208	20_airbreath	air; breath	Gongxing	Gongxing	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵		27	27.0852794	99.1652452		i n t
209	20_airbreath	air; breath	Enqi	Enqi	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	enqi1234	27	26.4738155	99.1189832		i n t
210	20_airbreath	air; breath	Jinxing	Jinxing	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴		27	24.9259218	103.1237482		i n t
211	20_airbreath	air; breath	Dashi	Dashi	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴		27	26.3530106	100.1930442		i n t
212	20_airbreath	air; breath	Zhoucheng	Zhoucheng	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	zhou1234	27	25.8958826	100.0988062		i n t
213	20_airbreath	air; breath	Mazhelong	Mazhelong	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴		27	24.1677209	104.1950232		i n t
#
214	452_alcoholicbeverage	alcoholic beverage	ProtoBai	Proto-Bai	tsuŋ2	tsuŋ2	ts u ŋ ²		404				i n c t
215	452_alcoholicbeverage	alcoholic beverage	Tuoluo	Tuoluo	tsvŋ33	tsvŋ33	ts v/ʯ ŋ ³³	tuol1234	404	23.3833337	102.1839821		i n c t
216	452_alcoholicbeverage	alcoholic beverage	Gongxing	Gongxing	tsoŋ22	tsoŋ22	ts o ŋ ²²		404	27.0852794	99.1652452		i n c t
217	452_alcoholicbeverage	alcoholic beverage	Enqi	Enqi	tso22	tso22	ts o ²²	enqi1234	404	26.4738155	99.1189832		i n t
218	452_alcoholicbeverage	alcoholic beverage	Ega	Ega	tsõ22	tsõ22	ts õ ²²	egab1234	404	26.4858945	98.8528962		i n t
219	452_alcoholicbeverage	alcoholic beverage	Jinman	Jinman	tsŋ22	tsŋ22	ts */ə ŋ ²²	nuji1238	404	26.4154856	99.1285952		i n c t
220	452_alcoholicbeverage	alcoholic beverage	Jinxing	Jinxing	tsṽ33	tsṽ33	ts ṽ/ʯ̃ ³³		404	24.9259218	103.1237482		i n t
221	452_alcoholicbeverage	alcoholic beverage	Dashi	Dashi	tsõ33	tsõ33	ts õ ³³		404	26.3530106	100.1930442		i n t
222	452_alcoholicbeverage	alcoholic beverage	Zhoucheng	Zhoucheng	tsi33	tsi33	ts i ³³	zhou1234	404	25.8958826	100.0988062		i n t
223	452_alcoholicbeverage	alcoholic beverage	Mazhelong	Mazhelong	tsoŋ33	tsoŋ33	ts o ŋ ³³		404	24.1677209	104.1950232		i n c t
#
224	365_ant	ant	ProtoBai	Proto-Bai	bri1bɯ1	bri1bɯ1	b r i 1b/¹ + ɯ ¹		587				i m n t + n t
225	365_ant	ant	Tuoluo	Tuoluo	tɕien55(ɕaŋ55)	tɕien55	tɕ i/j e n ⁵⁵	tuol1234	587	23.3833337	102.1839821		i m n c t
226	365_ant	ant	Gongxing	Gongxing	dzu12bu12	dzu12bu12	dz u ¹² + b u ¹²		587	27.0852794	99.1652452		i n t + i n t
227	365_ant	ant	Enqi	Enqi	tsu43pɯ21	tsu43pɯ21	ts u ⁴³ + p ɯ ²¹	enqi1234	587	26.4738155	99.1189832		i n t + i n t
228	365_ant	ant	Ega	Ega	tɕi21pɯ21	tɕi21pɯ21	tɕ i ²¹ + p ɯ ²¹	egab1234	587	26.4858945	98.8528962		i n t + i n t
229	365_ant	ant	Jinman	Jinman	tɕi21pɯ21	tɕi21pɯ21	tɕ i ²¹ + p ɯ ²¹	nuji1238	587	26.4154856	99.1285952		i n t + i n t
230	365_ant	ant	Jinxing	Jinxing	pien21põ21	pien21põ21	p i/j e n ²¹ + p õ ²¹		587	24.9259218	103.1237482		i m n c t + i n t
231	365_ant	ant	Dashi	Dashi	pi21po21	pi21po21	p i ²¹ + p o ²¹		587	26.3530106	100.1930442		i n t + i n t
232	365_ant	ant	Zhoucheng	Zhoucheng	pi21pɯ21	pi21pɯ21	p i ²¹ + p ɯ ²¹	zhou1234	587	25.8958826	100.0988062		i n t + i n t
233	365_ant	ant	Mazhelong	Mazhelong	pi55pǝɯ21	pi55pǝɯ21	p i ⁵⁵ + p əɯ ²¹		587	24.1677209	104.1950232		i n t + i n t
#
234	637_arrow	arrow	ProtoBai	Proto-Bai	tsjen5	tsjen5	ts j e n ⁵		977				i m n c t
235	637_arrow	arrow	Tuoluo	Tuoluo	tɕien21	tɕien21	tɕ i/j e n ²¹	tuol1234	977	23.3833337	102.1839821		i m n c t
236	637_arrow	arrow	Gongxing	Gongxing	tɕin42	tɕin42	tɕ i n ⁴²		977	27.0852794	99.1652452		i n c t
237	637_arrow	arrow	Enqi	Enqi	tsi43	tsi43	ts i ⁴³	enqi1234	977	26.4738155	99.1189832		i n t
238	637_arrow	arrow	Ega	Ega	tsɛ42	tsɛ42	ts ɛ ⁴²	egab1234	977	26.4858945	98.8528962		i n t
239	637_arrow	arrow	Jinman	Jinman	tsẽ42	tsẽ42	ts ẽ ⁴²	nuji1238	977	26.4154856	99.1285952		i n t
240	637_arrow	arrow	Jinxing	Jinxing	tɕien42	tɕien42	tɕ i/j e n ⁴²		977	24.9259218	103.1237482		i m n c t
241	637_arrow	arrow	Dashi	Dashi	tɕien42	tɕien42	tɕ i/j e n ⁴²		977	26.3530106	100.1930442		i m n c t
242	637_arrow	arrow	Zhoucheng	Zhoucheng	tɕi53	tɕi53	tɕ i ⁵³	zhou1234	977	25.8958826	100.0988062		i n t
243	637_arrow	arrow	Mazhelong	Mazhelong	tɕen42	tɕen42	tɕ e n ⁴²		977	24.1677209	104.1950232		i n c t
#
244	1708_askquestion	ask; question	ProtoBai	Proto-Bai	præ4	præ4	p r æ ⁴		1309				i m n t
245	1708_askquestion	ask; question	Tuoluo	Tuoluo	tʂua42	tʂua42	ʈʂ u/w a ⁴²	tuol1234	1309	23.3833337	102.1839821		i m n t
246	1708_askquestion	ask; question	Gongxing	Gongxing	tɕuɛ24	tɕuɛ24	tɕ u/w ɛ ²⁴		1309	27.0852794	99.1652452		i m n t
247	1708_askquestion	ask; question	Enqi	Enqi	piæ55	piæ55	p i/j æ ⁵⁵	enqi1234	1309	26.4738155	99.1189832		i m n t
248	1708_askquestion	ask; question	Ega	Ega	tɕya44	tɕya44	tɕ y a ⁴⁴	egab1234	1309	26.4858945	98.8528962		i m n t
249	1708_askquestion	ask; question	Jinman	Jinman	tɕua55	tɕua55	tɕ u/w a ⁵⁵	nuji1238	1309	26.4154856	99.1285952		i m n t
250	1708_askquestion	ask; question	Jinxing	Jinxing	pia44	pia44	p i/j a ⁴⁴		1309	24.9259218	103.1237482		i m n t
251	1708_askquestion	ask; question	Dashi	Dashi	piɚ44	piɚ44	p i/j ɚ/ə ⁴⁴		1309	26.3530106	100.1930442		i m n t
252	1708_askquestion	ask; question	Zhoucheng	Zhoucheng	piɛ44	piɛ44	p i/j ɛ ⁴⁴	zhou1234	1309	25.8958826	100.0988062		i m n t
253	1708_askquestion	ask; question	Mazhelong	Mazhelong	piɚ44	piɚ44	p i/j ɚ/ə ⁴⁴		1309	24.1677209	104.1950232		i m n t
#
254	1078_astringentlikeunripe	astringent; like unripe	ProtoBai	Proto-Bai	sri4	sri4	s r i ⁴						i m n t
255	1078_astringentlikeunripe	astringent; like unripe	Tuoluo	Tuoluo	ʂi4	ʂi4	ʂ i ⁴	tuol1234		23.3833337	102.1839821		i n t
256	1078_astringentlikeunripe	astringent; like unripe	Gongxing	Gongxing	tsua24	tsua24	ts u/w a ²⁴			27.0852794	99.1652452		i m n t
257	1078_astringentlikeunripe	astringent; like unripe	Enqi	Enqi	sɿ55	sɿ55	s ɿ ⁵⁵	enqi1234		26.4738155	99.1189832		i n t
258	1078_astringentlikeunripe	astringent; like unripe	Ega	Ega	(kʰui42/tsʰi42)	tsʰi42)	tsʰ i ⁴²	egab1234		26.4858945	98.8528962		i n t
259	1078_astringentlikeunripe	astringent; like unripe	Jinman	Jinman	ʂɚ55	ʂɚ55	ʂ ɚ/ə ⁵⁵	nuji1238		26.4154856	99.1285952		i n t
260	1078_astringentlikeunripe	astringent; like unripe	Jinxing	Jinxing	sa44	sa44	s a ⁴⁴			24.9259218	103.1237482		i n t
261	1078_astringentlikeunripe	astringent; like unripe	Dashi	Dashi	ʂi44	ʂi44	ʂ i ⁴⁴			26.3530106	100.1930442		i n t
262	1078_astringentlikeunripe	astringent; like unripe	Zhoucheng	Zhoucheng	si55	si55	s i ⁵⁵	zhou1234		25.8958826	100.0988062		i n t
263	1078_astringentlikeunripe	astringent; like unripe	Mazhelong	Mazhelong	si44	si44	s i ⁴⁴			24.1677209	104.1950232		i n t
#
264	752_atnightintheevening	at night; in the evening	ProtoBai	Proto-Bai	pɛ2	pɛ2	p ɛ ²						i n t
265	752_atnightintheevening	at night; in the evening	Tuoluo	Tuoluo	pɛ33	pɛ33	p ɛ ³³	tuol1234		23.3833337	102.1839821		i n t
266	752_atnightintheevening	at night; in the evening	Gongxing	Gongxing	(ja55xɯ42)	ja55xɯ42	j a ⁵⁵ + x ɯ ⁴²			27.0852794	99.1652452		m n t + i n t
267	752_atnightintheevening	at night; in the evening	Enqi	Enqi	(ɕia24xɯ22)	ɕia24xɯ22	ɕ i/j a ²⁴ + x ɯ ²²	enqi1234		26.4738155	99.1189832		i m n t + i n t
268	752_atnightintheevening	at night; in the evening	Ega	Ega	(ɲi44u22)	ɲi44u22	ɲ i ⁴⁴ + u ²²	egab1234		26.4858945	98.8528962		i n t + n t
269	752_atnightintheevening	at night; in the evening	Jinman	Jinman	(ɕia55xɯ̃42)	ɕia55xɯ̃42	ɕ i/j a ⁵⁵ + x ɯ̃ ⁴²	nuji1238		26.4154856	99.1285952		i m n t + i n t
270	752_atnightintheevening	at night; in the evening	Jinxing	Jinxing	pẽ55	pẽ55	p ẽ ⁵⁵			24.9259218	103.1237482		i n t
271	752_atnightintheevening	at night; in the evening	Dashi	Dashi	pe33	pe33	p e ³³			26.3530106	100.1930442		i n t
272	752_atnightintheevening	at night; in the evening	Zhoucheng	Zhoucheng	pe33	pe33	p e ³³	zhou1234		25.8958826	100.0988062		i n t
273	752_atnightintheevening	at night; in the evening	Mazhelong	Mazhelong	(ɕɚ55pʰo55)	ɕɚ55pʰo55	ɕ ɚ/ə ⁵⁵ + pʰ o ⁵⁵			24.1677209	104.1950232		i n t + i n t
#
274	605_axe	axe	ProtoBai	Proto-Bai	pɯ2	pɯ2	p ɯ ²		677				i n t
275	605_axe	axe	Tuoluo	Tuoluo	pɯ33	pɯ33	p ɯ ³³	tuol1234	677	23.3833337	102.1839821		i n t
276	605_axe	axe	Gongxing	Gongxing	pu33	pu33	p u ³³		677	27.0852794	99.1652452		i n t
277	605_axe	axe	Enqi	Enqi	pɯ22	pɯ22	p ɯ ²²	enqi1234	677	26.4738155	99.1189832		i n t
278	605_axe	axe	Ega	Ega	pɯ22	pɯ22	p ɯ ²²	egab1234	677	26.4858945	98.8528962		i n t
279	605_axe	axe	Jinman	Jinman	pɯ22	pɯ22	p ɯ ²²	nuji1238	677	26.4154856	99.1285952		i n t
280	605_axe	axe	Jinxing	Jinxing	pɯ33	pɯ33	p ɯ ³³		677	24.9259218	103.1237482		i n t
281	605_axe	axe	Dashi	Dashi	pɯ33	pɯ33	p ɯ ³³		677	26.3530106	100.1930442		i n t
282	605_axe	axe	Zhoucheng	Zhoucheng	pɯ33	pɯ33	p ɯ ³³	zhou1234	677	25.8958826	100.0988062		i n t
283	605_axe	axe	Mazhelong	Mazhelong	pǝɯ33	pǝɯ33	p əɯ ³³		677	24.1677209	104.1950232		i n t
#
284	713_backbehind	back, behind	ProtoBai	Proto-Bai	ɣɯ2	ɣɯ2	ɣ ɯ ²		1686				i n t
285	713_backbehind	back, behind	Tuoluo	Tuoluo	ɣɯ33	ɣɯ33	ɣ ɯ ³³	tuol1234	1686	23.3833337	102.1839821		i n t
286	713_backbehind	back, behind	Gongxing	Gongxing	ɣe22	ɣe22	ɣ e ²²		1686	27.0852794	99.1652452		i n t
287	713_backbehind	back, behind	Enqi	Enqi	ɯ22	ɯ22	ɯ ²²	enqi1234	1686	26.4738155	99.1189832		n t
288	713_backbehind	back, behind	Ega	Ega	xɯ̃22	xɯ̃22	x ɯ̃ ²²	egab1234	1686	26.4858945	98.8528962		i n t
289	713_backbehind	back, behind	Jinman	Jinman	xẽ55	xẽ55	x ẽ ⁵⁵	nuji1238	1686	26.4154856	99.1285952		i n t
290	713_backbehind	back, behind	Jinxing	Jinxing	ɣeǝ33	ɣeǝ33	ɣ eə ³³		1686	24.9259218	103.1237482		i n t
291	713_backbehind	back, behind	Dashi	Dashi	ɣɯ33	ɣɯ33	ɣ ɯ ³³		1686	26.3530106	100.1930442		i n t
292	713_backbehind	back, behind	Zhoucheng	Zhoucheng	ɣɯ33	ɣɯ33	ɣ ɯ ³³	zhou1234	1686	25.8958826	100.0988062		i n t
293	713_backbehind	back, behind	Mazhelong	Mazhelong	ɣǝ33	ɣǝ33	ɣ ə ³³		1686	24.1677209	104.1950232		i n t
#
294	1053_badthings	bad (things)	ProtoBai	Proto-Bai	quɛ3	quɛ3	q u/w ɛ ³		1292				i m n t
295	1053_badthings	bad (things)	Tuoluo	Tuoluo	quɛ21	quɛ21	q u/w ɛ ²¹	tuol1234	1292	23.3833337	102.1839821		i m n t
296	1053_badthings	bad (things)	Gongxing	Gongxing	quɛ42	quɛ42	q u/w ɛ ⁴²		1292	27.0852794	99.1652452		i m n t
297	1053_badthings	bad (things)	Enqi	Enqi	quE43	quE43	q u ᴇ/ɛ ⁴³	enqi1234	1292	26.4738155	99.1189832		i m n t
298	1053_badthings	bad (things)	Ega	Ega	quɛ42	quɛ42	q u/w ɛ ⁴²	egab1234	1292	26.4858945	98.8528962		i m n t
299	1053_badthings	bad (things)	Jinman	Jinman	que42	que42	q u/w e ⁴²	nuji1238	1292	26.4154856	99.1285952		i m n t
300	1053_badthings	bad (things)	Jinxing	Jinxing	kua44	kua44	k u/w a ⁴⁴		1292	24.9259218	103.1237482		i m n t
301	1053_badthings	bad (things)	Dashi	Dashi	kue42	kue42	k u/w e ⁴²		1292	26.3530106	100.1930442		i m n t
302	1053_badthings	bad (things)	Mazhelong	Mazhelong	kuɛ44	kuɛ44	k u/w ɛ ⁴⁴		1292	24.1677209	104.1950232		i m n t
#
303	389_bamboo	bamboo	ProtoBai	Proto-Bai	tsro4	tsro4	ts r o ⁴		1927				i m n t
304	389_bamboo	bamboo	Tuoluo	Tuoluo	tʂv42	tʂv42	ʈʂ v/ʯ ⁴²	tuol1234	1927	23.3833337	102.1839821		i n t
305	389_bamboo	bamboo	Gongxing	Gongxing	tsao24	tsao24	ts ao ²⁴		1927	27.0852794	99.1652452		i n t
306	389_bamboo	bamboo	Enqi	Enqi	tɕo55	tɕo55	tɕ o ⁵⁵	enqi1234	1927	26.4738155	99.1189832		i n t
307	389_bamboo	bamboo	Ega	Ega	tɕu44	tɕu44	tɕ u ⁴⁴	egab1234	1927	26.4858945	98.8528962		i n t
308	389_bamboo	bamboo	Jinman	Jinman	tɕu55	tɕu55	tɕ u ⁵⁵	nuji1238	1927	26.4154856	99.1285952		i n t
309	389_bamboo	bamboo	Jinxing	Jinxing	tsv44	tsv44	ts v/ʯ ⁴⁴		1927	24.9259218	103.1237482		i n t
310	389_bamboo	bamboo	Dashi	Dashi	tʂo33	tʂo33	ʈʂ o ³³		1927	26.3530106	100.1930442		i n t
311	389_bamboo	bamboo	Zhoucheng	Zhoucheng	tsv44	tsv44	ts v/ʯ ⁴⁴	zhou1234	1927	25.8958826	100.0988062		i n t
312	389_bamboo	bamboo	Mazhelong	Mazhelong	tsu44	tsu44	ts u ⁴⁴		1927	24.1677209	104.1950232		i n t
#
313	548_bamboofoodsteamer	bamboo food steamer	ProtoBai	Proto-Bai	ŋuen1	ŋuen1	ŋ u/w e n ¹		3431				i m n c t
314	548_bamboofoodsteamer	bamboo food steamer	Tuoluo	Tuoluo	uen35	uen35	u/w e n ³⁵	tuol1234	3431	23.3833337	102.1839821		i n c t
315	548_bamboofoodsteamer	bamboo food steamer	Gongxing	Gongxing	uen12	uen12	u/w e n ¹²		3431	27.0852794	99.1652452		i n c t
316	548_bamboofoodsteamer	bamboo food steamer	Enqi	Enqi	ŋui21	ŋui21	ŋ u/w i ²¹	enqi1234	3431	26.4738155	99.1189832		i m n t
317	548_bamboofoodsteamer	bamboo food steamer	Ega	Ega	ŋuɛ21	ŋuɛ21	ŋ u/w ɛ ²¹	egab1234	3431	26.4858945	98.8528962		i m n t
318	548_bamboofoodsteamer	bamboo food steamer	Jinxing	Jinxing	uẽ21	uẽ21	u/w ẽ ²¹		3431	24.9259218	103.1237482		i n t
319	548_bamboofoodsteamer	bamboo food steamer	Dashi	Dashi	uen21	uen21	u/w e n ²¹		3431	26.3530106	100.1930442		i n c t
320	548_bamboofoodsteamer	bamboo food steamer	Zhoucheng	Zhoucheng	uɛ21	uɛ21	u/w ɛ ²¹	zhou1234	3431	25.8958826	100.0988062		i n t
#
321	2086_bamboopiece	bamboo piece	ProtoBai	Proto-Bai	mi1b	mi1b	m i 1b/¹						i n t
322	2086_bamboopiece	bamboo piece	Gongxing	Gongxing	mi12	mi12	m i ¹²			27.0852794	99.1652452		i n t
323	2086_bamboopiece	bamboo piece	Enqi	Enqi	mi21	mi21	m i ²¹	enqi1234		26.4738155	99.1189832		i n t
324	2086_bamboopiece	bamboo piece	Ega	Ega	ɲyi21	ɲyi21	ɲ y/ɥ i ²¹	egab1234		26.4858945	98.8528962		i m n t
325	2086_bamboopiece	bamboo piece	Jinman	Jinman	(tɕiu44pʰe42)	tɕiu44pʰe42	tɕ i u ⁴⁴ + pʰ e ⁴²	nuji1238		26.4154856	99.1285952		i m n t + i n t
326	2086_bamboopiece	bamboo piece	Zhoucheng	Zhoucheng	mi21	mi21	m i ²¹	zhou1234		25.8958826	100.0988062		i n t
327	2086_bamboopiece	bamboo piece	Mazhelong	Mazhelong	(tsu44xo55)	tsu44xo55	ts u ⁴⁴ + x o ⁵⁵			24.1677209	104.1950232		i n t + i n t
#
328	1852_bark	bark	ProtoBai	Proto-Bai	tree+skin	drɯ3+be1	d r ɯ ³ + b e ¹		1204				i m n t + i n t
329	1852_bark	bark	Tuoluo	Tuoluo	djɯ21bi35	djɯ21bi35	d j ɯ ²¹ + b i ³⁵	tuol1234	1204	23.3833337	102.1839821		i m n t + i n t
330	1852_bark	bark	Gongxing	Gongxing	dʐi12bi21	dʐi12bi21	ɖʐ i ¹² + b i ²¹		1204	27.0852794	99.1652452		i n t + i n t
331	1852_bark	bark	Enqi	Enqi	tree + skin	diɯ43pi21	d i/j ɯ ⁴³ + p i ²¹	enqi1234	1204	26.4738155	99.1189832		i m n t + i n t
332	1852_bark	bark	Ega	Ega	tree + skin	dʑi42tɕyi21qa55	dʑ i ⁴² + tɕ y/ɥ i ²¹ + q a ⁵⁵	egab1234	1204	26.4858945	98.8528962		i n t + i m n t + i n t
333	1852_bark	bark	Jinman	Jinman	tree + skin	ɖɯ42tɕyi21	ɖ ɯ ⁴² + tɕ y/ɥ i ²¹	nuji1238	1204	26.4154856	99.1285952		i n t + i m n t
334	1852_bark	bark	Jinxing	Jinxing	tsɯ31pe21	tsɯ31pe21	ts ɯ ³¹ + p e ²¹		1204	24.9259218	103.1237482		i n t + i n t
335	1852_bark	bark	Dashi	Dashi	tʂɯ21pe21	tʂɯ21pe21	ʈʂ ɯ ²¹ + p e ²¹		1204	26.3530106	100.1930442		i n t + i n t
336	1852_bark	bark	Zhoucheng	Zhoucheng	tsɯpe21	tsɯpe21	ts ɯ ⁰ + p e ²¹	zhou1234	1204	25.8958826	100.0988062		i n t + i n t
337	1852_bark	bark	Mazhelong	Mazhelong	ɕen55pe21	ɕen55pe21	ɕ e n ⁵⁵ + p e ²¹		1204	24.1677209	104.1950232		i n c t + i n t
#
338	411_barley	barley	ProtoBai	Proto-Bai	zɔ1	zɔ1	z ɔ ¹		932				i n t
339	411_barley	barley	Tuoluo	Tuoluo	zɔ35	zɔ35	z ɔ ³⁵	tuol1234	932	23.3833337	102.1839821		i n t
340	411_barley	barley	Gongxing	Gongxing	zao12	zao12	z ao ¹²		932	27.0852794	99.1652452		i n t
341	411_barley	barley	Enqi	Enqi	zo43	zo43	z o ⁴³	enqi1234	932	26.4738155	99.1189832		i n t
342	411_barley	barley	Ega	Ega	zo21	zo21	z o ²¹	egab1234	932	26.4858945	98.8528962		i n t
343	411_barley	barley	Jinman	Jinman	zao21	zao21	z ao ²¹	nuji1238	932	26.4154856	99.1285952		i n t
344	411_barley	barley	Jinxing	Jinxing	sou21	sou21	s ou ²¹		932	24.9259218	103.1237482		i n t
345	411_barley	barley	Dashi	Dashi	zau21	zau21	z au ²¹		932	26.3530106	100.1930442		i n t
346	411_barley	barley	Zhoucheng	Zhoucheng	zo21	zo21	z o ²¹	zhou1234	932	25.8958826	100.0988062		i n t
347	411_barley	barley	Mazhelong	Mazhelong	zo21	zo21	z o ²¹		932	24.1677209	104.1950232		i n t
#
348	1715_beblind	be blind	ProtoBai	Proto-Bai	tæ1	tæ1	t æ ¹		1653				i n t
349	1715_beblind	be blind	Tuoluo	Tuoluo	ta55	ta55	t a ⁵⁵	tuol1234	1653	23.3833337	102.1839821		i n t
350	1715_beblind	be blind	Gongxing	Gongxing	ten55	ten55	t e n ⁵⁵		1653	27.0852794	99.1652452		i n c t
351	1715_beblind	be blind	Enqi	Enqi	tæ24	tæ24	t æ ²⁴	enqi1234	1653	26.4738155	99.1189832		i n t
352	1715_beblind	be blind	Ega	Ega	ta55	ta55	t a ⁵⁵	egab1234	1653	26.4858945	98.8528962		i n t
353	1715_beblind	be blind	Jinman	Jinman	tã55	tã55	t ã ⁵⁵	nuji1238	1653	26.4154856	99.1285952		i n t
354	1715_beblind	be blind	Jinxing	Jinxing	tan55	tan55	t a n ⁵⁵		1653	24.9259218	103.1237482		i n c t
355	1715_beblind	be blind	Dashi	Dashi	[ɕa13]	ɕa13	ɕ a ¹³		1653	26.3530106	100.1930442		i n t
356	1715_beblind	be blind	Zhoucheng	Zhoucheng	tɛ35	tɛ35	t ɛ ³⁵	zhou1234	1653	25.8958826	100.0988062		i n t
357	1715_beblind	be blind	Mazhelong	Mazhelong	tɚ55	tɚ55	t ɚ/ə ⁵⁵		1653	24.1677209	104.1950232		i n t
#
358	1298_behungry	be hungry	ProtoBai	Proto-Bai	tɕɯ1	tɕɯ1	tɕ ɯ ¹		1533				i n t
359	1298_behungry	be hungry	Tuoluo	Tuoluo	tɕiɯ55qʰɔ42	tɕiɯ55qʰɔ42	tɕ i/j ɯ ⁵⁵ + qʰ ɔ ⁴²	tuol1234	1533	23.3833337	102.1839821		i m n t + i n t
360	1298_behungry	be hungry	Gongxing	Gongxing	tɕi22qʰa55	tɕi22qʰa55	tɕ i ²² + qʰ a ⁵⁵		1533	27.0852794	99.1652452		i n t + i n t
361	1298_behungry	be hungry	Enqi	Enqi	tɕiɯ24qʰa55	tɕiɯ24qʰa55	tɕ i/j ɯ ²⁴ + qʰ a ⁵⁵	enqi1234	1533	26.4738155	99.1189832		i m n t + i n t
362	1298_behungry	be hungry	Ega	Ega	tɕʰi55qʰo44	tɕʰi55qʰo44	tɕʰ i ⁵⁵ + qʰ o ⁴⁴	egab1234	1533	26.4858945	98.8528962		i n t + i n t
363	1298_behungry	be hungry	Jinman	Jinman	tɕi55qʰa44	tɕi55qʰa44	tɕ i ⁵⁵ + qʰ a ⁴⁴	nuji1238	1533	26.4154856	99.1285952		i n t + i n t
364	1298_behungry	be hungry	Jinxing	Jinxing	(ŋõ42)	ŋõ42	ŋ õ ⁴²		1533	24.9259218	103.1237482		i n t
365	1298_behungry	be hungry	Dashi	Dashi	tɕi35kʰa44	tɕi35kʰa44	tɕ i ³⁵ + kʰ a ⁴⁴		1533	26.3530106	100.1930442		i n t + i n t
366	1298_behungry	be hungry	Zhoucheng	Zhoucheng	(fu44xua55)	fu44xua55	f u ⁴⁴ + x u/w a ⁵⁵	zhou1234	1533	25.8958826	100.0988062		i n t + i m n t
367	1298_behungry	be hungry	Mazhelong	Mazhelong	tɕi55kʰa44	tɕi55kʰa44	tɕ i ⁵⁵ + kʰ a ⁴⁴		1533	24.1677209	104.1950232		i n t + i n t
#
368	1513_benumb	be numb	ProtoBai	Proto-Bai	bri2	bri2	b r i ²		2216				i m n t
369	1513_benumb	be numb	Tuoluo	Tuoluo	(de33)	de33	d e ³³	tuol1234	2216	23.3833337	102.1839821		i n t
370	1513_benumb	be numb	Gongxing	Gongxing	(dʑyen12)ʂi22	ʂi22	ʂ i ²²		2216	27.0852794	99.1652452		i n t
371	1513_benumb	be numb	Enqi	Enqi	(qui21)	qui21	q u/w i ²¹	enqi1234	2216	26.4738155	99.1189832		i m n t
372	1513_benumb	be numb	Ega	Ega	tɕyi21	tɕyi21	tɕ y/ɥ i ²¹	egab1234	2216	26.4858945	98.8528962		i m n t
373	1513_benumb	be numb	Jinman	Jinman	tɕyẽ21	tɕyẽ21	tɕ y/ɥ ẽ ²¹	nuji1238	2216	26.4154856	99.1285952		i m n t
374	1513_benumb	be numb	Jinxing	Jinxing	piǝ21	piǝ21	p i ə ²¹		2216	24.9259218	103.1237482		i m n t
375	1513_benumb	be numb	Dashi	Dashi	pi21	pi21	p i ²¹		2216	26.3530106	100.1930442		i n t
376	1513_benumb	be numb	Zhoucheng	Zhoucheng	pi21	pi21	p i ²¹	zhou1234	2216	25.8958826	100.0988062		i n t
377	1513_benumb	be numb	Mazhelong	Mazhelong	pi21	pi21	p i ²¹		2216	24.1677209	104.1950232		i n t
#
378	1343_beontheothersideofariver	be on the other side of (a river)	ProtoBai	Proto-Bai	qæ4	qæ4	q æ ⁴						i n t
379	1343_beontheothersideofariver	be on the other side of (a river)	Tuoluo	Tuoluo	qa42	qa42	q a ⁴²	tuol1234		23.3833337	102.1839821		i n t
380	1343_beontheothersideofariver	be on the other side of (a river)	Gongxing	Gongxing	qæ24	qæ24	q æ ²⁴			27.0852794	99.1652452		i n t
381	1343_beontheothersideofariver	be on the other side of (a river)	Enqi	Enqi	qæ55	qæ55	q æ ⁵⁵	enqi1234		26.4738155	99.1189832		i n t
382	1343_beontheothersideofariver	be on the other side of (a river)	Ega	Ega	qa42	qa42	q a ⁴²	egab1234		26.4858945	98.8528962		i n t
383	1343_beontheothersideofariver	be on the other side of (a river)	Jinman	Jinman	qa55	qa55	q a ⁵⁵	nuji1238		26.4154856	99.1285952		i n t
384	1343_beontheothersideofariver	be on the other side of (a river)	Jinxing	Jinxing	ka44	ka44	k a ⁴⁴			24.9259218	103.1237482		i n t
385	1343_beontheothersideofariver	be on the other side of (a river)	Dashi	Dashi	kɚ44	kɚ44	k ɚ/ə ⁴⁴			26.3530106	100.1930442		i n t
386	1343_beontheothersideofariver	be on the other side of (a river)	Zhoucheng	Zhoucheng	kɛ55	kɛ55	k ɛ ⁵⁵	zhou1234		25.8958826	100.0988062		i n t
387	1343_beontheothersideofariver	be on the other side of (a river)	Mazhelong	Mazhelong	kɚ44	kɚ44	k ɚ/ə ⁴⁴			24.1677209	104.1950232		i n t
#
